gene,log2FC,moderated_t,p_value,FDR_per_contrast,significant_per_contrast,FDR_pooled,significant_pooled
OTOP2,-9.527713858093124,-43.640284648968496,1.9107476351994271e-87,3.799903822121101e-83,True,1.5152993046185537e-82,True
ESM1,5.557664345898004,36.532698654360864,8.352149565597912e-77,8.304959920552284e-73,True,3.3117943457508844e-72,True
CDH3,6.525170443458982,34.71652866819441,8.11080705371918e-74,5.3766539959104437e-70,True,2.1440648086271527e-69,True
KRT80,6.479422505543231,32.60498864556809,3.459275925278361e-70,1.719865508150269e-66,True,6.858360449456879e-66,True
BEST4,-7.005848248337028,-31.413720533766924,4.635059520781711e-68,1.8435485737957177e-64,True,7.351575204721455e-64,True
OTOP3,-4.7100732594235035,-30.694814350949393,9.521294462728316e-67,3.1558330496713005e-63,True,1.2584612267870106e-62,True
ETV4,5.411748181818182,30.41740521149517,3.098861231951004e-66,8.803864759972802e-63,True,3.510744159123463e-62,True
FAM135B,-4.797784057649668,-29.402389836872384,2.48607419254e-64,6.180069683380372e-61,True,2.464445347064902e-60,True
VSTM2A,-5.5522422394678514,-29.198034155052575,6.08887259582081e-64,1.3454378812565384e-60,True,5.365243914877483e-60,True
LGI1,-4.673779556541019,-28.121399616810677,7.345306391629586e-62,1.4607610821033758e-58,True,5.295565255289024e-58,True
MTHFD1L,2.47407254988914,27.85444697395514,2.4578735448803187e-61,4.443611926094082e-58,True,1.62432669669324e-57,True
SLC17A8,-4.402955698447895,-27.22080567932021,4.460249950597527e-60,7.391749230627751e-57,True,2.3581044138812415e-56,True
GLP2R,-4.7447917294900215,-27.02629654549422,1.0956995077711786e-59,1.6761673931573407e-56,True,5.430834610267846e-56,True
AADACL2,-2.7761602882483376,-26.351814846379956,2.5567255473424095e-58,3.6318286399998925e-55,True,1.192697428273191e-54,True
CA7,-7.816617782705103,-26.31654910656986,3.018798122076356e-58,4.002322550248832e-55,True,1.3300153681841294e-54,True
RXRG,-4.179370576496673,-25.661187876782755,6.792892608070256e-57,8.017130828452816e-54,True,2.7174634773303103e-53,True
JUB,3.0242788248337007,25.659339871634927,6.853282248891129e-57,8.017130828452816e-54,True,2.7174634773303103e-53,True
SLC25A34,-4.57796126385809,-25.394270186657405,2.4493888506056113e-56,2.7061664484440996e-53,True,9.249825400401305e-53,True
FEV,-4.701715942350332,-25.32080509704066,3.491455892783281e-56,3.654451754725322e-53,True,1.2585746278240243e-52,True
GUCA2B,-8.70200115299335,-25.16033173059231,7.590188171892499e-56,7.40911268283018e-53,True,2.5852352701476793e-52,True
DHRS7C,-2.768628957871397,-25.15408080866711,7.8237726323444345e-56,7.40911268283018e-53,True,2.5852352701476793e-52,True
DAO,-5.167467694013305,-25.04843580537246,1.3067660255934795e-55,1.1812570886807968e-52,True,4.145270915746612e-52,True
PCSK2,-5.673582616407982,-25.006256769669207,1.6043740769211313e-55,1.3872255333795887e-52,True,4.893587761390516e-52,True
MUSK,-3.799200842572062,-24.91209605291617,2.5384226491562173e-55,2.1034004676570703e-52,True,7.455817398840173e-52,True
PYY,-8.79117487804878,-24.786338044754647,4.692528561135337e-55,3.7328126198119385e-52,True,1.3290581607581314e-51,True
UGP2,-2.0424632150776088,-24.634442802711924,9.881233073176e-55,7.558003158701965e-52,True,2.702142440121205e-51,True
FAM180B,-3.3040088470066507,-24.20256164612216,8.336040087813649e-54,6.139956638012965e-51,True,2.2036044104132454e-50,True
ENPP6,-3.885199024390243,-24.14876530565259,1.088961783877234e-53,7.734351069988054e-51,True,2.785775009954844e-50,True
TMIGD1,-9.028135498891348,-24.105844258331643,1.3480764493609375e-53,9.244550464979643e-51,True,3.340870460628743e-50,True
LOC92659,2.836221707317072,24.011636856662573,2.1554022997098233e-53,1.4288161844776418e-50,True,5.179758302308723e-50,True
TRIB3,3.431608137472284,23.997269173773734,2.3155471428095717e-53,1.4854608396469018e-50,True,5.400945606275596e-50,True
SLC30A10,-6.762182682926828,-23.960791922278588,2.7779538121040867e-53,1.7264114831660617e-50,True,6.294367117574357e-50,True
ADH1A,-4.415621197339246,-23.78140320036448,6.817332047721095e-53,4.108372194940285e-50,True,1.5017825019790935e-49,True
TEAD4,2.244016341463415,23.47864321690149,3.129964480691536e-52,1.784326448204575e-49,True,6.24767998624296e-49,True
C6orf223,5.275759135254992,23.475976961175952,3.172418343600288e-52,1.784326448204575e-49,True,6.24767998624296e-49,True
P2RX2,-3.363951330376939,-23.47241507195778,3.2300373176127477e-52,1.784326448204575e-49,True,6.24767998624296e-49,True
TMEFF2,-3.4005273392461204,-23.43171927782774,3.967973288053623e-52,2.1199530479647417e-49,True,7.470801595994396e-49,True
SCGN,-6.452902638580932,-23.42763567265581,4.05079779869564e-52,2.1199530479647417e-49,True,7.470801595994396e-49,True
SGCG,-3.259069711751663,-23.332774444050585,6.54946960181001e-52,3.3397256915691194e-49,True,1.1542203051154244e-48,True
CLEC3B,-4.392704966740578,-23.301961266299255,7.657548134296452e-52,3.807141493668839e-49,True,1.3201612983527084e-48,True
HPSE2,-3.8670029268292687,-23.203466128963303,1.2630606510074567e-51,6.126460284532998e-49,True,2.1311864227126668e-48,True
KIAA1199,5.415056962305989,23.15828280574621,1.5896383822048196e-51,7.52693773973982e-49,True,2.6263475471327296e-48,True
PPAT,1.7960498447893523,23.043490266310826,2.854522158925183e-51,1.3201833063847703e-48,True,4.5275005058280543e-48,True
RERGL,-5.364752727272727,-23.00998162783468,3.387508144425586e-51,1.5310766924589006e-48,True,5.267508742853464e-48,True
SLCO4A1,3.222269090909089,22.996373370044516,3.6315401344639214e-51,1.6048986367574225e-48,True,5.538378054298593e-48,True
KHDRBS2,-2.52749401330377,-22.868774934203998,6.979884291647282e-51,3.017586063217163e-48,True,1.0444014035184832e-47,True
CBFB,1.3581673170731712,22.76041016699155,1.2176585022953065e-50,5.1522499223716505e-48,True,1.7557307248368542e-47,True
WNT2,5.422176696230599,22.735320139045726,1.3853916329600658e-50,5.739850709307672e-48,True,1.9619124653618762e-47,True
PMP2,-3.920890421286031,-22.679116366420445,1.8503191373457524e-50,7.509652384570403e-48,True,2.487079811323179e-47,True
SULT1A2,-4.412377339246121,-22.617522735380238,2.5419655096139096e-50,1.0110413617938365e-47,True,3.359800546240358e-47,True
GCG,-7.679330310421285,-22.609345627677328,2.651524651091576e-50,1.0339386418874152e-47,True,3.447155916887973e-47,True
LRP8,3.4403605986696215,22.544256808912337,3.711061986143646e-50,1.4192671099699748e-47,True,4.746807415308641e-47,True
ELANE,-2.909678292682927,-22.39280949351611,8.130288201509972e-50,3.0506988955363927e-47,True,1.0074443367696045e-46,True
CLDN1,4.6364501552106425,22.364090741435867,9.437040238259298e-50,3.4754522077456045e-47,True,1.1513769831614084e-46,True
OSBPL3,1.8278308425720642,22.194166848483516,2.2842909148734627e-49,8.259580622561555e-47,True,2.664020686957722e-46,True
NFE2L3,2.575260110864752,22.137758247953442,3.065814537826546e-49,1.0887473877456521e-46,True,3.523642842141977e-46,True
KIAA1737,-1.3140569179600874,-22.12348404665291,3.3030247604365035e-49,1.1487607076816293e-46,True,3.742043937166521e-46,True
ENC1,1.9911449223946835,22.120760628057223,3.3503354475554132e-49,1.1487607076816293e-46,True,3.742183131449782e-46,True
C17orf96,3.3941573614190714,22.092366573449745,3.886042374021782e-49,1.3098597405452743e-46,True,4.280259783741992e-46,True
NPY2R,-4.0445729711751675,-21.92517357333945,9.326564532942566e-49,3.0912898144438136e-46,True,1.0131970872883249e-45,True
CTNND2,-3.8964371175166304,-21.525025091064766,7.689782617994896e-48,2.5069951954764674e-45,True,8.0240857991772e-45,True
GTPBP4,1.2748182483370325,21.430637266860405,1.2685468957170507e-47,4.06896647018145e-45,True,1.3065044547785062e-44,True
CDKN2BAS,-6.639945942350334,-21.425730174452195,1.3020324939625888e-47,4.110082572608572e-45,True,1.3237998064257583e-44,True
FOXQ1,5.647617694013304,21.39836545085958,1.505728034574163e-47,4.678814597433809e-45,True,1.4947182982804057e-44,True
GLTP,-1.5500617960088707,-21.325348952786722,2.2201454654656103e-47,6.792620441802245e-45,True,2.147151414552253e-44,True
TTC26,2.067506629711751,21.240214636778774,3.4943978687197176e-47,1.0529256123519548e-44,True,3.2223224253598657e-44,True
ANLN,2.29809332594235,21.133133865483142,6.190269764158451e-47,1.8374014149226732e-44,True,5.642679923871515e-44,True
RSPO2,-5.072127804878049,-21.073912133230294,8.498149765579651e-47,2.485333888060037e-44,True,7.572328865275603e-44,True
USP2,-4.654882904656318,-21.053882839849784,9.4604203908251e-47,2.7266576856860693e-44,True,8.336101985266597e-44,True
PLCD1,-2.553453636363633,-21.032645001927644,1.0600625424963123e-46,3.0116376832320233e-44,True,9.238153831882149e-44,True
TRIP13,2.4071646784922436,20.94717519086569,1.6767658794846907e-46,4.696597612015781e-44,True,1.4453721881158032e-43,True
C2orf88,-4.256496008869177,-20.915610673942606,1.9866334221264628e-46,5.487247064698468e-44,True,1.6940642678313657e-43,True
CNTFR,-6.441152527716186,-20.89886546165692,2.173748621203136e-46,5.921827236968049e-44,True,1.833903836764824e-43,True
GRIK1,-2.573278713968957,-20.744697414493377,4.986965451477004e-46,1.3402132693719348e-43,True,4.0355745731013504e-43,True
PDX1,4.5287986474501105,20.71424196886692,5.878024395221024e-46,1.5586169486368065e-43,True,4.66150846638608e-43,True
ASPA,-4.142782793791575,-20.711177471159328,5.976103825421362e-46,1.5637733786336134e-43,True,4.692365720507086e-43,True
DMRTA1,-4.163485077605324,-20.666986228896604,7.58771659712231e-46,1.959700259311317e-43,True,5.842099776875608e-43,True
CMTM5,-3.4259413303769395,-20.36626511494295,3.8777790356074145e-45,9.886845087323673e-43,True,2.847438783701948e-42,True
SST,-6.180309356984479,-20.361992054706032,3.969041937937589e-45,9.991435065793017e-43,True,2.8877146958367206e-42,True
PRSS22,4.540951862527719,20.327701094746576,4.784038228657873e-45,1.1892521031664892e-42,True,3.449030615322582e-42,True
SLC7A5,2.951084079822616,20.218826691977515,8.664494370207561e-45,2.1272938214854044e-42,True,6.135080906561967e-42,True
WDR75,1.218599268292678,20.180250827011342,1.0697783337425365e-44,2.5944733808704662e-42,True,7.441903594659484e-42,True
XKR4,-3.132130110864745,-20.1533409701624,1.239384406718093e-44,2.96959490318105e-42,True,8.546794868727969e-42,True
TMEM72,-5.03275197339246,-20.14645769083946,1.2869465363696694e-44,3.046845924855192e-42,True,8.798276562091402e-42,True
ZNF575,-2.3105264523281583,-20.06732989073549,1.98495968329985e-44,4.620976580148476e-42,True,1.3430000561324086e-41,True
PRKG2,-4.37240186252772,-20.06610693745028,1.9983103831285208e-44,4.620976580148476e-42,True,1.3430000561324086e-41,True
SPPL2A,-1.788667228381371,-20.001771315703643,2.8440005051836686e-44,6.500992878918117e-42,True,1.8795051338590473e-41,True
CDH10,-2.1982362971175164,-19.94435149313737,3.8986247303582393e-44,8.81044886507208e-42,True,2.555177980300246e-41,True
PLP1,-6.6883234811529935,-19.89410976990949,5.139445995361775e-44,1.1484063203343778e-41,True,3.3136473594810585e-41,True
APPL2,-1.8631585809312536,-19.843735580546205,6.782276867261605e-44,1.4986571117692394e-41,True,4.3375942313009223e-41,True
ECT2,2.0007699556541,19.69688076941789,1.525228576763256e-43,3.3332110666033923e-41,True,9.376490469118858e-41,True
CNNM2,-1.8366566518846952,-19.682762508704737,1.6490474300189258e-43,3.5646311131289536e-41,True,1.0059696722324683e-40,True
TEX11,-4.027163259423503,-19.621387060406235,2.3159138563805192e-43,4.952320307724665e-41,True,1.3809115223037646e-40,True
PVT1,2.5326531263858083,19.61200622956281,2.4394007036054177e-43,5.160889552404356e-41,True,1.4436883089457018e-40,True
FAM151A,-4.275736363636362,-19.601217016026418,2.589625244244443e-43,5.421039708662025e-41,True,1.5100561791879508e-40,True
ABCG2,-5.534808270509978,-19.54729640462714,3.491716909373693e-43,7.23330981007444e-41,True,2.0065733172534155e-40,True
DDX31,1.2160698669623047,19.523919777808903,3.975228040856974e-43,8.150037118404395e-41,True,2.2679962917418807e-40,True
MIER3,-1.8618671618625289,-19.513907217647134,4.2023777009827914e-43,8.527825034637222e-41,True,2.3635841219768742e-40,True
CBX8,1.6483296674057648,19.50726887128103,4.3601187769311606e-43,8.758553749174746e-41,True,2.435034221730625e-40,True
MAMDC2,-6.181524878048782,-19.502456713269993,4.478170310395514e-43,8.905737296283558e-41,True,2.4834742538154253e-40,True
FIGF,-4.3930188913525505,-19.492291723137694,4.7381944286905215e-43,9.329551742907763e-41,True,2.609428965089397e-40,True
PHLPP2,-2.611558093126387,-19.483323312094885,4.9801715920380464e-43,9.709869848123592e-41,True,2.723776054724036e-40,True
SLC27A6,-3.037820266075388,-19.46313577233787,5.571237871431029e-43,1.0756816266907659e-40,True,2.9652446184964184e-40,True
TAT,-3.6136035476718407,-19.453401402425733,5.880931559724639e-43,1.1245585185408067e-40,True,3.1092093094160185e-40,True
WDR43,1.3442266740576478,19.451570623130582,5.941079733582726e-43,1.1252405015405685e-40,True,3.1202078621989704e-40,True
GSG1L,-2.429352971175166,-19.44523083908419,6.1541796239685475e-43,1.1546053790741746e-40,True,3.1832027816340078e-40,True
GCNT2,-4.482212793791571,-19.43044676180605,6.681417950538999e-43,1.2418070914240101e-40,True,3.418472059029321e-40,True
CHAT,-2.4453157871396893,-19.32699622635,1.188491421043582e-42,2.1884214923686957e-40,True,6.041802798361553e-40,True
SLC17A7,-3.2792544567627475,-19.325347041628365,1.1994667001970525e-42,2.1884214923686957e-40,True,6.058758419899812e-40,True
C2orf40,-5.129338935698447,-19.318306176557137,1.2474797551406319e-42,2.255329990043795e-40,True,6.261400917827385e-40,True
GNA11,-1.9318878935698436,-19.315830550593976,1.2648161776513925e-42,2.266072011257049e-40,True,6.308489443551322e-40,True
MYOC,-5.644159423503328,-19.308360230221652,1.3186098317627248e-42,2.3413565825236882e-40,True,6.515030279797201e-40,True
CMA1,-4.34859645232816,-19.298395311817604,1.3939602542776337e-42,2.4532466882140974e-40,True,6.8238656793353984e-40,True
CA1,-10.65010866962306,-19.2904368473241,1.457232573863204e-42,2.5421038768787314e-40,True,7.04660805107607e-40,True
AMPD1,-4.7729839689578695,-19.264129538744452,1.6876391624618355e-42,2.918441741206828e-40,True,8.062441936136952e-40,True
GRIN2D,4.691603902439021,19.220220118602256,2.156594743060874e-42,3.697258590969965e-40,True,1.0180154137124974e-39,True
COL11A1,6.7804272505543235,19.202506072241743,2.3809917836465848e-42,4.0470755214854385e-40,True,1.1172909610077442e-39,True
ANGPTL7,-4.660349445676275,-19.192234125485548,2.5217039571804617e-42,4.249925982749817e-40,True,1.1694807638610487e-39,True
GFRA2,-4.509841662971178,-19.171709456737016,2.8283737466019222e-42,4.7267116553506246e-40,True,1.2965396046272765e-39,True
PEX26,-1.9740437915742781,-19.118005379072937,3.819972334073653e-42,6.330649150643561e-40,True,1.7115202597817907e-39,True
CLDN8,-7.655637028824834,-19.07710263782208,4.8036867365036604e-42,7.895117200731265e-40,True,2.116397627509368e-39,True
BMP3,-6.949120864745013,-19.060532302076965,5.2712670084576474e-42,8.592597294852232e-40,True,2.2968821914215674e-39,True
PRR7,2.6581264301552125,19.053228776299402,5.491614561578563e-42,8.87900315334251e-40,True,2.379819678641674e-39,True
SYT10,-2.445101773835921,-19.04338498844536,5.803305865171563e-42,9.307285785537652e-40,True,2.5012248278889437e-39,True
SLC30A8,-2.2253513968957876,-18.993277540164407,7.687707060052144e-42,1.2230834424260559e-39,True,3.260245565189172e-39,True
CPNE7,4.9889647450110886,18.97106914558559,8.708949555091469e-42,1.3745625381119368e-39,True,3.65425680167711e-39,True
MYOT,-4.2678513082039915,-18.932221982046325,1.0833827952258951e-41,1.6964750904454626e-39,True,4.521925746978652e-39,True
GTF2IRD1,2.017629135254989,18.852869803586202,1.6932083976081003e-41,2.6306902658775226e-39,True,6.9574196250732e-39,True
NRXN1,-5.44256600886918,-18.783024788665834,2.510043892616524e-41,3.8695537125941714e-39,True,1.0155944941839838e-38,True
TMEM206,1.5885728603104186,18.679297135761477,4.5088872037844204e-41,6.853278655523449e-39,True,1.799046668329068e-38,True
ABCB11,-4.557872062084258,-18.67908084407776,4.514403901410831e-41,6.853278655523449e-39,True,1.799046668329068e-38,True
KRT24,-5.15949736141907,-18.674329946916266,4.63730316635359e-41,6.986518793126806e-39,True,1.8387834515225256e-38,True
BYSL,1.4636512860310447,18.662359150971024,4.962073257573129e-41,7.41960532882382e-39,True,1.9577724259630815e-38,True
HTR3E,-3.9415774279379154,-18.626790621198012,6.068151409803633e-41,9.00577067811678e-39,True,2.38232019506469e-38,True
CCT6A,1.1555821064301544,18.601596695338383,6.998407338345561e-41,1.0309431610198383e-38,True,2.7339985002963365e-38,True
NOP58,1.4593412416851486,18.58838691634987,7.542072121721061e-41,1.1028444411651326e-38,True,2.9192826408986467e-38,True
NPY,-3.426967361419067,-18.5870963364039,7.597409787279286e-41,1.1028444411651326e-38,True,2.924781484322313e-38,True
ZNF536,-3.910024168514414,-18.58148605615884,7.842744242856083e-41,1.1302076431715863e-38,True,3.004642461040864e-38,True
RUVBL1,1.3401945454545423,18.547363782321465,9.515944232511965e-41,1.3614646255537084e-38,True,3.6107772316513345e-38,True
TNFRSF12A,2.6447027937915717,18.542531824239692,9.780240855635101e-41,1.389283213542966e-38,True,3.693391527691838e-38,True
ABCA8,-6.714717361419071,-18.53232250091916,1.0363151765051515e-40,1.4616453840537553e-38,True,3.8949734008324427e-38,True
METTL7A,-2.678705787139684,-18.512101185726742,1.1622690554367069e-40,1.6277496271457597e-38,True,4.3273514165423757e-38,True
RRP12,1.4733526385809288,18.504985062786442,1.210158383176786e-40,1.6829664172193525e-38,True,4.484598150441675e-38,True
ZMYND19,1.3447600665188402,18.492688291296613,1.2976278636545084e-40,1.7920781475345284e-38,True,4.786375818570099e-38,True
SLC39A10,1.7369935920177344,18.48505654102032,1.355077664480001e-40,1.8585123802423297e-38,True,4.966982600818675e-38,True
DNAJC2,1.407182882483367,18.47422105078646,1.4410578533623918e-40,1.9628984609464305e-38,True,5.242277614818858e-38,True
PHOX2B,-4.357030687361419,-18.444498637923612,1.7060824030718821e-40,2.3080857652986745e-38,True,6.149961767873297e-38,True
HSP90AB1,1.1240184922394718,18.434500550432976,1.8058158624931354e-40,2.426504057932499e-38,True,6.450829781943947e-38,True
DKC1,1.5309887583148534,18.415697696034982,2.009507615258737e-40,2.682085768097349e-38,True,7.146277664595465e-38,True
MAGEE2,-2.067149623059867,-18.368861406516896,2.622942399484642e-40,3.4774970332367383e-38,True,9.244881068832447e-38,True
SPATA12,2.7579805543237255,18.361718937056764,2.731761460619511e-40,3.597784117042398e-38,True,9.58582348995441e-38,True
AQP8,-9.696578314855875,-18.35576385725905,2.8259466689434357e-40,3.697342197715665e-38,True,9.872637649070054e-38,True
DHRS11,-2.89270598669623,-18.32481992356089,3.3704534705865555e-40,4.380928638532996e-38,True,1.1672071704427781e-37,True
EPHX4,4.378402416851445,18.313102596431317,3.6031166370737734e-40,4.652933802693905e-38,True,1.242354616463037e-37,True
PKHD1L1,-4.172703902439023,-18.285975334715236,4.205538815632844e-40,5.395841962999378e-38,True,1.4313993572315325e-37,True
ETFDH,-1.832545077605321,-18.247575685971782,5.2351718528446855e-40,6.670540670427636e-38,True,1.7666811430552976e-37,True
GUCA2A,-7.336848070953439,-18.246542342192836,5.266128049766877e-40,6.670540670427636e-38,True,1.769597537536917e-37,True
METTL1,1.4350923946784917,18.220621583953395,6.105726323454949e-40,7.685099961680289e-38,True,2.043073925549668e-37,True
PDCD4,-2.003891596452327,-18.21056390703831,6.466587860499425e-40,8.088115269292583e-38,True,2.154732284407758e-37,True
ZER1,-1.3532013082039995,-18.194130978912835,7.102833667266504e-40,8.828378321308061e-38,True,2.3568331428824384e-37,True
CA10,-2.5247578713968957,-18.19115491124744,7.224608131561157e-40,8.923961609463151e-38,True,2.3872513469388583e-37,True
MAS1L,-1.6935027050997784,-18.17357685548779,7.987834503524916e-40,9.805806467382717e-38,True,2.6176331713534708e-37,True
INHBA,4.815867450110867,18.17165655314034,8.075969894640155e-40,9.853178729736733e-38,True,2.635624347837625e-37,True
NOP2,1.5474102882483312,18.132785758454734,1.0085599342883723e-39,1.2230019154385891e-37,True,3.238171539627736e-37,True
RIMS4,-3.968217827050997,-18.110596565716865,1.1450573479692467e-39,1.3801063926705703e-37,True,3.646892687684865e-37,True
HMGCLL1,-2.640185077605322,-18.108566784599336,1.158433679078665e-39,1.3878175045685187e-37,True,3.674736979426178e-37,True
POLR1B,1.1825903991130833,18.063425107319834,1.5000356775772987e-39,1.7862999712562719e-37,True,4.7393955926131515e-37,True
PALB2,1.0400890909090919,18.037207493075098,1.7431369030749768e-39,2.063438309015004e-37,True,5.463941856184109e-37,True
GMPS,1.0097312416851416,18.029939756462802,1.817272337842969e-39,2.132832535106192e-37,True,5.670107821325872e-37,True
LRRC7,-2.904034478935699,-18.02937071550875,1.823208784472533e-39,2.132832535106192e-37,True,5.670107821325872e-37,True
CNGB1,-2.786724345898005,-18.009875224829692,2.038789067265011e-39,2.362240510930676e-37,True,6.23167838564071e-37,True
ACADS,-2.357832217294897,-18.00950938082624,2.0430701859510047e-39,2.362240510930676e-37,True,6.23167838564071e-37,True
PI16,-6.228715077605322,-18.007345571679117,2.0685762783147172e-39,2.377906152996808e-37,True,6.267788550527532e-37,True
RETSAT,-1.8974156319290465,-17.931990642653172,3.187629589328098e-39,3.6432407840786144e-37,True,9.503450261356221e-37,True
MMP27,-1.8636437472283813,-17.903909414766215,3.745630808654159e-39,4.256534850954586e-37,True,1.1125224930693237e-36,True
CA2,-5.687660909090912,-17.901040190370647,3.807898677285548e-39,4.3027091474532785e-37,True,1.1226081661838406e-36,True
MDFI,3.4088628824833718,17.896057595387934,3.918509549840706e-39,4.402677933202379e-37,True,1.1509388197798789e-36,True
STMN4,-3.4044449223946778,-17.874371163839065,4.4387481088232886e-39,4.959178856189255e-37,True,1.2894156777367109e-36,True
SET,0.9658454101995488,17.863695906274145,4.719758695507576e-39,5.243678278075931e-37,False,1.3660428598121635e-36,False
C19orf28,1.4305749002217336,17.856711443960343,4.913208751533293e-39,5.428276802319033e-37,True,1.4066321546267013e-36,True
SPIB,-5.602977782705097,-17.846134877885213,5.221406821471989e-39,5.736912566774223e-37,True,1.4841521382437798e-36,True
PLEKHN1,3.4155018847006646,17.83896737641004,5.441223656168263e-39,5.9455832335284745e-37,True,1.5356256257251524e-36,True
TEX10,1.2337560532150782,17.81746134269865,6.158120829865025e-39,6.69216114445496e-37,True,1.725666481595816e-36,True
CCND1,1.6813349223946847,17.750097123806384,9.077546798698486e-39,9.811150716615043e-37,True,2.4996033726527247e-36,True
CLDN23,-3.312129977827049,-17.690471127900487,1.2803307628308062e-38,1.3763209665089862e-36,True,3.513333938253781e-36,True
PKIB,-4.796891175166301,-17.67115409544192,1.4313530129720496e-38,1.530393406934148e-36,True,3.900756678375788e-36,True
TPH1,-4.0555011308204,-17.65770910779964,1.5468998121932494e-38,1.64509072540573e-36,True,4.186871764715817e-36,True
LMX1A,-3.112510509977827,-17.648024173688754,1.6358908526222856e-38,1.730476669473372e-36,True,4.4126764685835963e-36,True
NCRNA00092,-2.7586943458980047,-17.642254496654637,1.69132979393554e-38,1.7796547942855073e-36,True,4.5467531518055615e-36,True
C1orf135,2.2602423059866954,17.63150630143669,1.7996828890769827e-38,1.8836996639512606e-36,True,4.805456290752897e-36,True
CCNO,2.9280520842572058,17.628531987222594,1.830879222157193e-38,1.906319114714141e-36,True,4.872350531340739e-36,True
CNTN2,-4.350211751662971,-17.579632744252187,2.4290166941662564e-38,2.5159299477543927e-36,True,6.399692355952186e-36,True
GYLTL1B,4.3198349889135255,17.574301826437114,2.505082427737393e-38,2.5812732767053645e-36,True,6.57824691553928e-36,True
RHPN1,2.8589726607538797,17.57220865371571,2.535598928390066e-38,2.5911260889159733e-36,True,6.627891560061304e-36,True
C10orf2,1.5377138137472253,17.571861033225677,2.540702908123974e-38,2.5911260889159733e-36,True,6.627891560061304e-36,True
SPTBN2,3.1549279822616416,17.558736387094704,2.741140438388777e-38,2.7812785662366128e-36,True,7.10403272307136e-36,True
SLC4A10,-4.407412815964525,-17.553074587950608,2.8324350617331595e-38,2.859321628055195e-36,True,7.316724108654284e-36,True
SMPDL3A,-2.823831042128603,-17.537225200718886,3.1045566977903697e-38,3.118197931765509e-36,True,7.993628713037905e-36,True
PHOX2A,-3.101865365853658,-17.531595988016438,3.2073948058122723e-38,3.205299522773299e-36,True,8.23169053981024e-36,True
HSPD1,1.4403946119733853,17.524041157720923,3.3508043630502556e-38,3.3318723183990217e-36,True,8.572006103462499e-36,True
DDN,4.00581643015521,17.507878933033094,3.6795830391027427e-38,3.640590442718221e-36,True,9.293173673025601e-36,True
SCARA5,-6.600234922394681,-17.481929220396538,4.276533008236743e-38,4.21026791756456e-36,True,1.0698617466410304e-35,True
PAQR4,1.7849256762749484,17.469034974763822,4.608377741740627e-38,4.514621091132801e-36,True,1.1492540516698072e-35,True
PPAP2A,-2.1947230820399177,-17.438574049069867,5.498628644164625e-38,5.3603543062010735e-36,True,1.358452479740908e-35,True
RIPK2,1.4827502660753913,17.425378187315353,5.936060704898191e-38,5.7585580116248935e-36,True,1.4619669507492116e-35,True
SH2D7,-4.225448935698449,-17.420301884634792,6.113490065392066e-38,5.901892084002525e-36,True,1.501003765157438e-35,True
ADHFE1,-3.587420731707316,-17.418432275352668,6.180170122600513e-38,5.937441701843304e-36,True,1.5080375735468033e-35,True
MT1M,-6.044405676274946,-17.399294650270196,6.906137002331161e-38,6.589831743641513e-36,True,1.679572204806223e-35,True
BRIX1,1.4240466075388039,17.39881222390702,6.925503265555771e-38,6.589831743641513e-36,True,1.679572204806223e-35,True
NOB1,1.1519069179600905,17.391711195856384,7.216949309186211e-38,6.834450995799342e-36,True,1.74491752443812e-35,True
ASTN1,-3.7028226607538812,-17.372676264790126,8.060364529467454e-38,7.596989070972476e-36,True,1.942915345425188e-35,True
C20orf20,1.4868798891352508,17.36394489219003,8.479668325527849e-38,7.954488867442092e-36,True,2.0377927784474563e-35,True
BEX1,-3.759634855875831,-17.334241894746057,1.0076980633465e-37,9.40849360834359e-36,True,2.4143349611973065e-35,True
ATP6V0D1,-1.1588352549889134,-17.328251724008542,1.0434006133635469e-37,9.69631214857984e-36,True,2.4923446458488774e-35,True
LYAR,1.5918330155210656,17.291672870683293,1.290694291035618e-37,1.1938622030616435e-35,True,3.0737903920807403e-35,True
ZBTB7B,-1.521962993348117,-17.288775148041516,1.3126344416820037e-37,1.208535238043056e-35,True,3.1166814899146596e-35,True
TP53INP2,-2.7692966297117483,-17.25955886723582,1.555875255904288e-37,1.425884387749704e-35,True,3.67223605042362e-35,True
PLD5,-1.773459756097561,-17.25745597488178,1.5750360541371816e-37,1.4368230279186298e-35,True,3.7064290574865003e-35,True
MAB21L1,-3.2268917073170718,-17.246459119676054,1.6791599027963053e-37,1.524815204881741e-35,True,3.9281444522524544e-35,True
SCN9A,-4.503534235033262,-17.24219897246275,1.7213289784003155e-37,1.5560031542475943e-35,True,4.014949214795842e-35,True
KIAA2022,-4.025583858093125,-17.238110988103756,1.7627926213304016e-37,1.5862740660813435e-35,True,4.0996042827561924e-35,True
PDCD2L,1.5139405321507802,17.220732344198172,1.950544939706192e-37,1.7473192439611277e-35,True,4.522982921007597e-35,True
FUCA1,-1.8176786252771624,-17.209703842902886,2.0799711887306827e-37,1.8549052479949366e-35,True,4.80903892568799e-35,True
NAA25,1.0531278713969012,17.205913608393185,2.126413519612595e-37,1.8878565028810569e-35,True,4.902124934865037e-35,True
PRIMA1,-5.926352305986696,-17.18612587892541,2.386315468833553e-37,2.1091846990530163e-35,True,5.469490229490638e-35,True
