gene,log2FC,moderated_t,p_value,FDR_per_contrast,significant
NID2,0.6680688043663636,3.9657111459982928,8.995289637971309e-05,0.00017604251560890652,False
LOC729176,-0.3303434589800398,-3.965174451125165,9.014616909822711e-05,0.00017640354191093632,False
SLC30A7,0.2602182159304185,3.9650855238011222,9.017823133339766e-05,0.00017644906199225366,False
C6orf126,0.323236593893911,3.964964991809543,9.022170572348916e-05,0.00017651690083489048,False
PRPF4B,0.21947932798908276,3.964790489295288,9.028468185168654e-05,0.0001766228774637833,False
EXOSC6,0.26044397066347713,3.964524312190646,9.038082272531921e-05,0.00017679370689196587,False
ZNF763,-0.4486333105918474,-3.9636914533220033,9.068227209862207e-05,0.00017736606726927837,False
ZNF638,0.23786199044856815,3.9636060766791985,9.07132276315589e-05,0.00017740930686819704,False
MORC3,-0.2577040934675079,-3.9632029667908224,9.085952114378826e-05,0.00017767808435901244,False
NUPR1,-0.9271681221217865,-3.962342199066195,9.117265402856793e-05,0.00017827303620760552,False
TES,-0.31466743987719603,-3.959835993044954,9.20902112991424e-05,0.00018004960863459826,False
ALKBH6,0.32565461367900195,3.957900544302242,9.280479494135124e-05,0.0001814290306722009,False
ABAT,-0.9370735289101173,-3.9574489155855272,9.297229537728749e-05,0.00018173876594663294,False
EPCAM,-0.3584756438683314,-3.9558806374421693,9.355616973259145e-05,0.0001828622736535834,False
B9D2,-0.33919263175849235,-3.9552701004175224,9.378441377248486e-05,0.00018329052501591983,False
C9orf91,0.2729603274773993,3.9551804065680267,9.381798952217152e-05,0.00018333827387130008,False
LLGL2,-0.38081776394337297,-3.954689590255734,9.400192238848103e-05,0.000183679811313619,False
COL8A1,1.3063295582466345,3.952648967189748,9.477031791575809e-05,0.00018516321128541705,True
STAT6,-0.210543603957019,-3.952199665662101,9.494030071813431e-05,0.00018547725123244595,False
ZNF516,-0.4228154954801324,-3.9521160308873498,9.497197390633888e-05,0.00018552105191173954,False
RSRC2,0.18144845642162544,3.951065673810228,9.537060731524989e-05,0.00018628160513110183,False
ZNF606,-1.028432423673884,-3.9507861362888232,9.547696501550718e-05,0.0001864711814300525,True
RPL11,0.3248737506396129,3.947761965158758,9.663480961349861e-05,0.0001887141261079816,False
BAIAP3,-0.8942119392802343,-3.947660056176367,9.667405785696771e-05,0.00018877238605689546,False
RAB3IL1,-0.7391472795497194,-3.9473638827108104,9.67882090957336e-05,0.00018896173111922202,False
STAG3L1,0.6245616407982348,3.947359564817801,9.678987424411022e-05,0.00018896173111922202,False
ATXN8OS,-0.04357302575473307,-3.9473216211843867,9.680450796134709e-05,0.0001889718999732265,False
EXOC2,0.21228012962646048,3.947001946196569,9.692788032782668e-05,0.00018919431469751995,False
ZNF701,-0.5832394422650511,-3.946866166773182,9.69803268768384e-05,0.0001892782589195571,False
EIF5A,0.36875887770765026,3.946149695990634,9.72575189795113e-05,0.00018980078407039144,False
ZBTB2,0.220392930240493,3.946085773372847,9.72822861884329e-05,0.0001898306411754822,False
PARD6B,0.4583539996588817,3.9460028362100856,9.731442961521348e-05,0.00018987488456452222,False
MANBA,0.3290347177213029,3.945629938018168,9.745907589404493e-05,0.00019013860773334638,False
PLA2G4A,-1.3634464352720483,-3.9455310532985868,9.749746722429788e-05,0.00019018526971514523,True
PDS5A,0.20502204502814259,3.9455194721679354,9.750196445895152e-05,0.00019018526971514523,False
GCM1,0.7412240320654954,3.9435596478857673,9.826585231840018e-05,0.00019165664776108206,False
SLC39A1,0.237031528227865,3.943212552562099,9.840173121560873e-05,0.00019190299687510504,False
MTRF1,0.4192784069588926,3.942470910745357,9.86926623203891e-05,0.00019243806973933366,False
TSPAN31,-0.3154863039399576,-3.942464208177456,9.869529531818294e-05,0.00019243806973933366,False
KISS1R,0.8498794303257725,3.9421237921600665,9.882911001719343e-05,0.00019268024658155664,False
TMEM217,-0.5145735374381717,-3.9414389870228828,9.909882262032158e-05,0.00019318730126761767,False
C1S,-0.8982017738359236,-3.941253061325,9.917217043051873e-05,0.00019331149301301775,False
RRAD,-0.9485367303428287,-3.9411580079270867,9.920968894488419e-05,0.00019336582709681422,False
CACNA1I,-0.9399374125874123,-3.938780820943194,0.00010015237777184983,0.00019518421212340485,False
MYH14,-0.46531238273921716,-3.9386554751746576,0.00010020231946108608,0.0001952526105874543,False
C11orf20,0.9814444226505192,3.938643854320335,0.00010020695077031944,0.0001952526105874543,False
FAM135A,-0.3199566433566403,-3.938190417405955,0.000100387819511843,0.0001955860247995775,False
LOC285359,0.33118037694012425,3.9379030531334527,0.00010050260475059505,0.00019579063595505546,False
RPS2P32,-0.49822910625959516,-3.937409801185017,0.00010069992030550432,0.00019614658470989578,False
C9orf173,0.6616294814941152,3.9373974023575498,0.00010070488493783876,0.00019614658470989578,False
RBM15,0.25903197168684944,3.936870521251036,0.00010091606878412857,0.00019653882264417463,False
HLA-DQA2,-1.2523538120416147,-3.9367382218266265,0.00010096916280543439,0.00019662312686955706,True
C17orf103,-0.556080402524306,-3.935231875439174,0.00010157555612351854,0.00019778478200218965,False
SCN5A,-1.002215052021148,-3.9349249508508333,0.00010169953414736607,0.00019800695859921243,True
OBFC2A,0.4267342060378594,3.934885430712258,0.00010171550819450846,0.0001980188308864836,False
HTRA3,0.9459363295241392,3.93448463146358,0.00010187764579434245,0.00019831522312393845,False
FAM193B,0.41766359372334527,3.934154868624957,0.0001020112303644135,0.00019855598182763718,False
CCL24,1.152530428108478,3.9341001258170603,0.00010203342235276559,0.00019857989887137937,True
CCDC36,-0.6298605236227199,-3.9337905776315654,0.00010215899512054018,0.00019880499390146858,False
RNF220,0.18331504349308325,3.933754976248069,0.00010217344673678645,0.00019881382056216698,False
ZNF385A,-0.7277616322701679,-3.933246251727812,0.00010238016438902668,0.00019919672935468072,False
LASS2,0.20458464949684796,3.932299698653762,0.00010276584727524876,0.00019992773509302714,False
ARL3,0.30331706464266794,3.932186901838603,0.00010281189926480585,0.0001999979218258812,False
INHA,0.898877912331571,3.931867520728119,0.00010294240038165095,0.00020023235619442197,False
AFP,0.4641415401671499,3.930822514845787,0.00010337049484218124,0.0002010455351232645,False
MORF4L1,-0.2740176445505753,-3.930139726829405,0.00010365111518026759,0.00020157176133504993,False
SLC9A6,-0.2535948746375496,-3.928855843085896,0.00010418073803233717,0.00020258207715530602,False
CTSL1,-0.6653642674398803,-3.9283157888188485,0.00010440428489417913,0.00020299708224673114,False
PDGFRB,0.780786662118377,3.9281216093098257,0.00010448477350390445,0.00020313388041823762,False
HMGA2,0.9177525072488502,3.92549347950724,0.0001055799522525773,0.0002052431687671296,False
RANBP6,0.34236702200238156,3.9252541558852205,0.00010568022057377691,0.00020541816989861633,False
PPEF2,-0.25354251236568315,-3.9243067927253854,0.00010607801960147281,0.0002061714126608695,False
C1orf103,0.5218693586900898,3.924042093898071,0.00010618942044259889,0.0002063679247721341,False
TTC39C,0.42271720961965187,3.9233772709748918,0.000106469706320977,0.00020689257721802565,False
PCDHB9,0.9097109756097552,3.923099683911832,0.00010658694299579511,0.0002071003204831565,False
PKIA,-1.1804641395190192,-3.923056822067282,0.00010660505625561085,0.00020711544359738347,True
PLXDC2,-0.9416804025243053,-3.922994774563008,0.00010663128247493783,0.0002071463243505962,False
DLEC1,-0.8244637642844981,-3.9228156444188667,0.00010670703146756985,0.00020727339478054404,False
SLC35B4,0.32421545283984177,3.9220263878325294,0.00010704139331812963,0.00020790273525414117,False
RNF25,0.22668521234862027,3.9219648211389413,0.0001070675172392249,0.0002079333321044614,False
MRM1,0.42856136790039034,3.92187910842917,0.00010710389683886655,0.00020798383841348907,False
TMEM69,0.26938677298310765,3.9204882582207214,0.00010769586457468048,0.00020911312073623316,False
FKBP2,-0.30353248337028305,-3.920379340389824,0.00010774235242285414,0.0002091831283120195,False
BRSK1,-0.6721269230769211,-3.91909647244707,0.00010829133401820254,0.0002102286257808831,False
CXCL14,-1.4724983796691067,-3.918241741195629,0.00010865857236162846,0.0002109115353675055,True
SRRM2,0.3353926061743131,3.918228786070374,0.0001086641476481961,0.0002109115353675055,False
HIST1H2AG,-0.563404298140882,-3.917988164945771,0.00010876774914748729,0.0002110921856942329,False
POLR3GL,-0.30783314003070217,-3.917755045603542,0.000108868209971648,0.00021126670634258053,False
COL6A4P2,0.6874183694354425,3.9173951897447346,0.00010902345951117167,0.00021154750442262577,False
COMMD5,0.310423324236746,3.916657897326851,0.00010934219890269976,0.000212145450745029,False
ZNF397,-0.32699055944055466,-3.9164909876752634,0.0001094144782296185,0.0002122651464444945,False
KCNG2,-0.4823822957530277,-3.916437196024981,0.00010943778206163053,0.00021228981524145626,False
CR1L,-0.39970579907896964,-3.9162685843022293,0.00010951085918718701,0.00021241102125404854,False
DYRK1A,-0.22644603445334788,-3.9160422363720406,0.00010960903217774236,0.0002125808759105953,False
ZGLP1,0.6265172778441057,3.9150860619951406,0.00011002467107508092,0.0002133663463638043,False
FLJ34503,-0.39317195121951237,-3.914532482206765,0.00011026598864544032,0.0002138136433598722,False
PDS5B,0.31876813917789804,3.9133822812379253,0.00011076899127857479,0.00021476823084183583,False
HIP1,0.5515105918471725,3.913286814978539,0.00011081083790249364,0.00021482859214320223,False
C7orf69,0.3853992751151289,3.912337696436045,0.0001112276896695528,0.00021561589266890977,False
TRIP11,-0.29602695718914873,-3.911950149649833,0.00011139832668811965,0.0002159122322777399,False
SEMA5B,0.6775890499744168,3.911941593179327,0.00011140209690340246,0.0002159122322777399,False
PDGFA,-0.5938891181988701,-3.911548113992707,0.00011157560530957672,0.00021622761322801209,False
PRKCH,-0.536108971516283,-3.910667772632251,0.00011196472813119065,0.00021696074215041776,False
CASC2,0.40577218147706073,3.9102711694390178,0.00011214045199183856,0.00021728025342446496,False
EID2B,-0.5235917618966384,-3.9090286817798505,0.00011269265718338715,0.00021832909233036158,False
CSPG4,-0.7572825089544661,-3.908514552090089,0.0001129219073488793,0.0002187521007096647,False
LRP12,-0.6100001961453225,-3.907331949860955,0.00011345090753416844,0.0002197556464167788,False
RPSAP9,-0.3572404059355243,-3.907157892003185,0.00011352896484098254,0.00021988560133903593,False
ITFG3,-0.31902688043663474,-3.906554694529884,0.00011379986636159919,0.00022038900034290193,False
FUT6,-0.8057914037182243,-3.9060844812527398,0.00011401146817686567,0.00022077747121365237,False
RNF144B,-0.5770828841889841,-3.9058593846172003,0.00011411289635933282,0.00022095254196085207,False
NARS,-0.2685193757461981,-3.9044408709857055,0.00011475404604941894,0.0002221725205958719,False
CCDC11,0.549369810677127,3.904291749911509,0.00011482164474328925,0.00022228193271246012,False
LSM14A,0.18637755415316626,3.903848517257844,0.00011502279118103086,0.00022264246442483661,False
SCARNA9,0.6496800187617264,3.9038324495908667,0.00011503008922577967,0.00022264246442483661,False
SEMA6C,-0.6487866109500278,-3.9031476129260976,0.00011534155491464942,0.0002232237621658997,False
CXorf23,-0.3512282875660988,-3.9029950948477605,0.0001154110292837249,0.00022333666027783843,False
C6orf225,-0.6580578799249572,-3.9029685625655524,0.00011542311920084429,0.00022333850028729278,False
MXD3,0.32782045028142637,3.902618946473053,0.00011558254025515011,0.00022362539150012157,False
DNAJC24,0.2453782705099785,3.9015244145190837,0.00011608298463228237,0.00022457196467360685,False
TADA1,0.2485855534709227,3.9006642718692768,0.00011647770078461525,0.0002253138350922852,False
NUP88,0.3095086133378864,3.900563079153357,0.00011652422123890686,0.00022538207947521535,False
TM4SF20,-1.646077460344535,-3.900481966211411,0.00011656152330102625,0.00022543248212458534,True
LOC221442,0.8617160839160842,3.900124081105515,0.0001167262419233075,0.0002257292776391122,False
HRH1,-0.31661546136788843,-3.899747501597549,0.00011689980283782539,0.00022604311379095373,False
FLJ10661,0.662045045198703,3.8987906581454017,0.00011734190081756003,0.0002268760956019362,False
PCDHB7,-0.7991609414975276,-3.8984479116562056,0.0001175006476459296,0.00022716112094309986,False
KCNRG,0.5295795326624626,3.89812054401853,0.0001176524615348579,0.00022743268933415938,False
MREG,0.3925695804195861,3.8980288414980686,0.00011769502108375572,0.0002274930273526754,False
LAMP3,0.6915957530274603,3.8978000685690257,0.00011780125920652103,0.00022767642636309493,False
FKBP8,-0.2515652225822933,-3.8976892515077854,0.00011785275335410327,0.00022775399563853212,False
LACE1,-0.33988196315879105,-3.8971847821139924,0.00011808743831435092,0.00022818553760627753,False
UBE2W,0.30988312297458265,3.8969747865119544,0.0001181852611236421,0.00022835255714840743,False
TLE1,-0.47884156575131875,-3.896903797826246,0.00011821834732951426,0.0002283944752319099,False
IPO13,-0.22375469895957245,-3.8959014330235067,0.00011868646433514566,0.00022927677135751716,False
RCVRN,-0.4907377451816479,-3.895581178723437,0.00011883639688394084,0.00022954429263227495,False
FAM120A,-0.20823550230257304,-3.8952891921078403,0.00011897325177568792,0.00022978650400756601,False
LIG4,-0.3890047160156991,-3.8948449219683194,0.0001191817687783062,0.00023016706453525714,False
LRRC37A4,0.5841196230598609,3.8942916964965217,0.00011944190762416949,0.00023064723566065668,False
ZBED4,0.23818679003922227,3.8935645712910905,0.00011978463605389493,0.00023128678282748397,False
RASGRP1,-0.8323995906532478,-3.8931936087517256,0.00011995984685231842,0.0002316027856898396,False
CHCHD7,0.34548633805219,3.8928399873834167,0.00012012709314721077,0.00023190335235909648,False
C11orf92,-1.2639511427596792,-3.8923310725391085,0.00012036817364572131,0.00023234638313244558,True
MAP3K15,-0.43822578884530133,-3.890316676276569,0.00012132692730627263,0.00023417451795251887,False
GTF2B,-0.23286115469895563,-3.8895189519719335,0.00012170860052082618,0.00023488857834657475,False
CXorf38,0.3257197339246094,3.8889302460336315,0.00012199099734039965,0.0002354109236453333,False
FBXO25,-0.3971194951390089,-3.887523122737976,0.00012266849785291488,0.00023669554248397108,False
CMTM6,0.26689779976120676,3.8866002844901124,0.00012311475842318294,0.00023753376697313494,False
CLSTN2,-1.1626747569503655,-3.8859452850146368,0.0001234324315594522,0.00023812376145165173,True
GLIS3,-0.9039582210472448,-3.8855647661814343,0.00012361733857520739,0.00023845753688983145,False
EXOC7,-0.20670892034794086,-3.885432109120495,0.00012368186278720276,0.00023855905232163688,False
DPM3,-0.42987391267269714,-3.8852390146584237,0.00012377584067201492,0.00023871735335454975,False
TMSB10,0.34878541702199684,3.8850557025797716,0.0001238651200994509,0.000238866563238818,False
MFAP3,-0.23889847347774484,-3.883530607891814,0.0001246102626917099,0.0002402804161347166,False
SIRPB2,-0.9454861333788145,-3.8826997817282347,0.00012501797829175996,0.00024104341424654172,False
DNM1L,0.22298067542213573,3.8823254144106305,0.0001252021060492535,0.00024137521406610894,False
ASB10,-0.12438493092273584,-3.8816063225931092,0.00012555650271353538,0.0002420351773297168,False
GCA,0.2610052873955322,3.880990207055451,0.00012586090402190163,0.00024259864695627068,False
BOLA2,0.34244362954118834,3.880935472242779,0.0001258879803653864,0.00024262751190291237,False
RPSAP58,0.33450891181989206,3.880321061142899,0.00012619229736506805,0.00024319065380330783,False
ZNF791,-0.2865990960259204,-3.879694178622996,0.00012650350928381502,0.00024376697368000874,False
RAPSN,-0.5404308971516283,-3.8792817612902812,0.00012670864746593678,0.0002441388027764782,False
GLYAT,-0.4782516118028314,-3.877493706477472,0.00012760168233200234,0.00024583585382498773,False
PARVG,-0.7883660753880282,-3.8774324130420648,0.00012763240041670134,0.0002458714093346332,False
NBPF16,0.9545973221900028,3.877241807885646,0.00012772796967237696,0.0002460318754857487,False
AKIRIN2,0.2689928620160291,3.8759666973038924,0.00012836905386209147,0.00024724299038760174,False
PHTF2,0.3162665700153564,3.8753111098843513,0.00012869984655444145,0.00024785629847435896,False
PNP,0.3575052447552469,3.875218100002137,0.00012874684228717553,0.000247922991534563,False
DLL3,0.9800287651373011,3.8746155916211307,0.00012905166951488462,0.00024848612059669996,False
ST6GALNAC4,-0.5340191284325417,-3.8738340394115376,0.00012944809854636933,0.0002492255018105152,False
PIPSL,0.2257027460344494,3.872788204263389,0.00012998038444122012,0.00025022628017728885,False
LTA4H,0.27146047245438254,3.87227398908646,0.00013024285745892678,0.0002507074973167705,False
GALC,-0.90416217806583,-3.8721465190947377,0.00013030800006836823,0.0002508088126495904,False
EEF1B2,0.3726404741599918,3.8709539192730946,0.0001309189655732087,0.00025196057398184244,False
C10orf79,0.6611650008528049,3.8701220705896535,0.00013134672362263974,0.0002527595554884276,False
AK1,-0.5760189408152758,-3.8699091585857706,0.00013145642093069778,0.00025294637616703365,False
RBM43,-0.4434287310250715,-3.869318058512447,0.00013176142448513616,0.0002535089301340543,False
CRISPLD2,-0.7867856558076127,-3.8684561479234034,0.0001322073651670323,0.00025434251310679307,False
COX6B1,-0.2906469384274182,-3.868346081413324,0.00013226441482591067,0.0002544278535219715,False
TBX2,-0.529470245608052,-3.867884583364519,0.000132503872221718,0.0002548640289759637,False
FADS2,1.0148272727272722,3.866462986741587,0.0001332440773576963,0.0002562631895464567,True
C19orf71,0.4850769742452674,3.865510367710695,0.00013374228082371704,0.0002571966938917635,False
PRKCZ,-0.3408477144806401,-3.8650914053487617,0.00013396194875946247,0.0002575944253023135,False
PPWD1,0.2176367900392311,3.865048209236124,0.00013398461650633123,0.000257613306573834,False
TTC9C,0.26115982432202145,3.8645436365135986,0.00013424966691784747,0.00025809817064942385,False
CDON,-0.7105647023707942,-3.8637169860808127,0.0001346849765299151,0.00025891023772049834,False
C14orf86,-0.07628069247825345,-3.863352150116156,0.0001348775217752558,0.0002592555183198043,False
HIST1H3I,0.3832100119392805,3.862941362729876,0.00013509463007312726,0.000259647942193846,False
PDIA5,0.2845663141736221,3.862279832243806,0.00013544495583049312,0.0002602758544333478,False
C1orf38,-0.6932414804707463,-3.8622754205274767,0.0001354472950203267,0.0002602758544333478,False
ZFP1,0.2855461367900398,3.861971955799779,0.00013560829054966514,0.00026056025160716686,False
FAM193A,-0.24844931775541923,-3.8615349619849266,0.0001358404447651877,0.00026098130677865215,False
TTC35,0.2650839843083812,3.861134813492958,0.00013605335465752228,0.00026136531195586105,False
ORMDL2,-0.31909202626641253,-3.8610896235948187,0.0001360774190097001,0.00026138649656490585,False
C1QTNF8,0.5681354511342316,3.860694757657894,0.00013628786295980327,0.0002617656530648583,False
SNORA7B,0.5552570015350504,3.8602749716548046,0.0001365119258265842,0.00026217089203285567,False
C9orf72,0.3265501790891987,3.85962638926951,0.00013685879542979195,0.00026281188088950565,False
GPR64,-1.0835651799420094,-3.8581221246072843,0.00013766650756025331,0.00026433762464882964,True
ACAP3,0.4068365683097426,3.857459434498716,0.00013802376735515072,0.0002649982318750141,False
RPL10A,0.30343904144635303,3.8567129888844405,0.00013842723083702955,0.0002657474127041787,False
DPCR1,1.0922493262834734,3.85650889575105,0.00013853773994647203,0.0002659341010939937,True
INSIG2,0.25710760702711966,3.855570184248376,0.0001390470944294468,0.0002668862955495317,False
AHR,0.39806572573766985,3.855469319944303,0.00013910192974666972,0.00026696598941521277,False
C2orf52,0.6041180197850917,3.855207989785875,0.00013924409822961163,0.0002672132627779205,False
KLHL20,-0.27557003240661615,-3.8540423952401524,0.00013987987932339853,0.0002684076543625362,False
FOXJ3,-0.20359446529081282,-3.85375134956814,0.00014003906010215462,0.000268687383258201,False
LOC284900,0.3520691966570011,3.853684928441779,0.00014007541163340412,0.00026873141357284017,False
TIGD7,-0.532340892034795,-3.8536177672813405,0.0001401121772552533,0.00026877622980939805,False
ARR3,-0.26697838990278017,-3.852677333414675,0.00014062795323812311,0.00026973983185921445,False
RABGAP1,-0.30809889135255375,-3.8523599129115618,0.00014080244597554034,0.00027004869349622957,False
C9orf122,0.7188986696230595,3.8521829617907524,0.00014089980864739673,0.0002702095804285322,False
TIMM44,0.2741793365171379,3.8520822050254124,0.00014095527585032761,0.00027029009954084433,False
SACS,0.5690419068736148,3.8518314922048025,0.00014109338443796794,0.00027052905785418925,False
PLAUR,0.5662581869350145,3.85171763282995,0.0001411561477000052,0.0002706235189696982,False
ZNF461,-0.6652956848029996,-3.8513760331867486,0.0001413446079009862,0.00027095892421978904,False
AHSG,0.6233125788845302,3.8513226069441773,0.0001413741046286525,0.000270989560019549,False
WASH7P,0.42059428620160766,3.85024777870687,0.00014196875793203473,0.00027210339322601056,False
CRYM,-0.918999351867642,-3.850172310716834,0.00014201059971113728,0.00027215757256818034,False
GTF2A2,-0.35648640627665706,-3.8500676734735806,0.00014206863312677979,0.0002722427692050019,False
HIST1H2BG,-0.7220385127068032,-3.84968519458705,0.00014228095273127815,0.00027262357628651823,False
KIR3DX1,-0.2864315196998123,-3.8492777831482017,0.00014250744294473305,0.0002730314602046725,False
ORAOV1,0.2881050486099266,3.849018464419633,0.00014265178232480396,0.0002732818875991133,False
KIF6,-0.8119922138836779,-3.8489560273052064,0.00014268655609749587,0.0002733223893909231,False
DPF2,0.22452362271875081,3.848674022607679,0.0001428437159384307,0.00027359729695887805,False
SKP1,-0.2490099607709375,-3.8482648615704464,0.00014307203059487567,0.0002740084261560089,False
FURIN,-0.3439242537949845,-3.8481487071431073,0.00014313690845033466,0.0002741064961250439,False
PPP1R14C,-1.1480675166297107,-3.84760331395479,0.00014344190921502742,0.00027466433767178874,True
TRY6,1.6856597987378468,3.8457104547077576,0.00014450523158997152,0.0002766739775953905,True
FSCN1,0.865563687531985,3.845485111697352,0.00014463231461152903,0.0002768908534289274,False
TAS2R60,-0.27880895446017395,-3.844635958884267,0.00014511214796650288,0.0002777829450762252,False
C10orf75,0.5086707828756616,3.844567655923862,0.00014515080949393914,0.0002778304277187093,False
VWA3A,-0.43535041787480844,-3.8443121329064724,0.00014529552962654478,0.0002780808866945612,False
DDX41,0.18438340440047973,3.843620962391473,0.00014568767093999646,0.0002788047916719413,False
TIMP2,-0.7993998209107964,-3.842763201728031,0.0001461757208240148,0.0002797120826991312,False
LRP1,-0.5920431775541459,-3.842549437468449,0.00014629758923248844,0.0002799185670494697,False
PTDSS2,0.2999505287395561,3.8425159179136825,0.0001463167076655129,0.00027992843403564253,False
OR1C1,-0.14994780828927173,-3.8418070754947875,0.00014672156153583123,0.0002806762053996199,False
TUBA1B,0.29767883336174705,3.841526399675337,0.00014688216161297168,0.00028095662472238907,False
ATG12,0.2608654016714915,3.8409860764099535,0.00014719179780946692,0.00028152204007248036,False
KCNC4,0.3661400733412883,3.840481104993266,0.000147481733426337,0.0002820496714229356,False
CITED4,0.8207946870202996,3.8400019149730875,0.0001477573658011854,0.00028254985067370216,False
HIVEP3,-0.6897169793621023,-3.8393364212073964,0.0001481409692997742,0.0002832563832214832,False
FOXE3,-0.7776418727613852,-3.8391909929639647,0.00014822492227872862,0.0002833898819193772,False
ABCA12,1.6177905850247298,3.8388237477710145,0.00014843712634222581,0.0002837631602972876,True
MCL1,-0.3378230172266683,-3.838804133193995,0.00014844846824729426,0.0002837631602972876,False
PSMB3,0.3168852294047415,3.838170861343457,0.0001488150912078323,0.00028443685211792543,False
RAB40AL,0.48491378986866707,3.8379136120939243,0.00014896426615306535,0.00028469483713363454,False
LOC493754,0.23221519699812632,3.837368378220159,0.00014928090670486327,0.0002852727963622292,False
GEMIN8P4,-0.41927902950707807,-3.8363415618960373,0.00014987895175112967,0.00028638835248357477,False
P704P,-0.5027815964523263,-3.8358521917648294,0.0001501647705298958,0.0002869071516222995,False
SEPT2,0.18829577861162683,3.8356265500364435,0.00015029673114411027,0.00028713191609713303,False
FAM114A2,-0.2454274006481416,-3.8354699378307022,0.0001503883861318191,0.00028727964385889603,False
ONECUT3,1.068274219682756,3.8351118517321288,0.0001505981493975303,0.0002876529384986646,True
POLR2F,0.3034714907044247,3.8348741438223093,0.00015073754909826817,0.000287891775521078,False
LOC285780,-0.19876347433054753,-3.8342370057288173,0.00015111178987874536,0.0002885790443917368,False
GAST,0.5661895104895105,3.834003186873319,0.0001512493501608531,0.0002888142353071528,False
IGFBP3,0.6982837199386012,3.83350408790598,0.00015154337629626923,0.0002893481282487571,False
TRPM7,-0.271500579907908,-3.8326640274441113,0.00015203948853001085,0.000290267734243641,False
KLRD1,-1.0823094490874974,-3.8323679638506736,0.00015221469975037615,0.0002905745720265678,True
TAOK2,-0.2370072573767743,-3.831861463019917,0.000152514891125357,0.00029111991308676766,False
NIPSNAP3B,-0.5958162885894582,-3.8316497295692846,0.0001526405465260695,0.0002913320283529456,False
LOC283174,-1.0145568736141914,-3.831508280887372,0.00015272454524585074,0.0002914646042432236,True
FAR1,-0.2565649241002905,-3.8307691134588633,0.00015316420832117816,0.0002922758519881624,False
RRH,0.47423332764796144,3.830451241377748,0.0001533536491323175,0.0002926095037212568,False
ZNF493,-0.5053373528910079,-3.8302712092984668,0.0001534610403090088,0.0002927865504039991,False
MC2R,0.2911399539484905,3.8298419250420768,0.00015371740026391012,0.00029324775216854404,False
ATXN1,-0.3974097902097924,-3.8297479245409374,0.00015377358949946124,0.0002933270354356577,False
BTNL9,0.8824782022855224,3.8294451579024633,0.00015395470171292045,0.00029364457470928984,False
SLC26A6,-0.3953397322190053,-3.8293676229883045,0.00015400111481510208,0.00029370516047206284,False
ATP6V0A4,0.895246631417363,3.8271117878489913,0.00015535728497711041,0.00029626341675775765,False
LYPD6B,1.0612029677639452,3.8261435392066887,0.00015594283664769975,0.0002973517712588093,True
NRAS,-0.2720040593552824,-3.826054680555088,0.00015599667863345912,0.00029742615125531144,False
MTIF2,0.2233583148558722,3.825228044169733,0.00015649840417323351,0.00029835437897435886,False
CXorf50B,0.6978491813064984,3.8236718618787613,0.00015744706875856445,0.00030013441040209325,False
TSPYL6,-0.20900749616237427,-3.82291159580936,0.0001579125091768776,0.0003009930420188607,False
SAMM50,-0.25633792427085034,-3.8218810532556446,0.00015854549184535867,0.0003021708280893005,False
C3orf23,0.24842568650861274,3.8204724951274502,0.0001594145410576378,0.00030379826520346334,False
SENP3,0.23835961112058435,3.818908987031099,0.0001603844640114601,0.0003056176110463576,False
FAM172A,-0.3241242026266402,-3.818266357450658,0.00016078473499600026,0.0003063512246193866,False
COPZ2,-0.8269931604980387,-3.817468236748769,0.00016128317059036163,0.00030727171896016253,False
RBM38,-0.4934090823810333,-3.8174315629253983,0.00016130610887998863,0.0003072862216668667,False
MPV17L2,0.2964215589288788,3.8170332397718383,0.00016155544584630277,0.00030773196743476825,False
SPNS1,0.2601227869691254,3.8168415719350004,0.0001616755532873894,0.00030793149457700744,False
CTLA4,0.8774777758826531,3.816757804164199,0.00016172807233424838,0.000308002265416193,False
RRAGD,-0.8041690431519681,-3.8164741500389248,0.0001619060319286812,0.00030831189478298585,False
ESYT1,0.24933752345215687,3.8162254121417942,0.00016206223800863383,0.00030858004483125435,False
YBX2,-0.742071183694347,-3.8159918475467483,0.00016220904501279947,0.0003088302490273126,False
MARVELD1,-0.4711062851782408,-3.814872480318743,0.00016291436972669637,0.0003101436681561206,False
NPSR1,2.00491904315197,3.814262309997762,0.00016330006406662344,0.0003108484082916358,True
C11orf24,-0.27190461367900554,-3.814016006294643,0.00016345599931231106,0.00031111570022895733,False
MMAB,0.3184807862868908,3.813018314157682,0.00016408908055748545,0.00031229103608709856,False
ELMOD2,-0.2531830803343009,-3.8125612788682157,0.0001643798636825804,0.0003128147557740829,False
CATSPER1,0.7255076496674056,3.81237649408804,0.00016449756895311544,0.00031300904028755476,False
C22orf26,-0.4644218659389403,-3.8106798628600966,0.0001655820286836528,0.00031504267176952355,False
ZRANB2,0.2546033685826359,3.810547102379753,0.00016566717151288613,0.0003151747593541481,False
RPAP1,0.2984912843254275,3.810215897919254,0.0001658797621593599,0.00031554926293123016,False
KLRG2,1.1512758485417027,3.8090270253560607,0.00016664499106977098,0.00031697486680095895,True
DGAT1,-0.43747048439366054,-3.807989206012686,0.00016731571931362393,0.0003182204678655056,False
HDAC5,-0.40884522428791215,-3.807826272459605,0.000167421252435305,0.0003183909808714659,False
GOLGA8G,0.48606598157939607,3.8075531970706833,0.0001675982662171681,0.00031869277905437833,False
