"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
-6.29790223577236,4.27072247191011,-19.5510954611734,8.46550129370249e-34,2.31728988746283e-31,66.5505567665045,"SST"
-5.64241920731707,4.99992921348315,-19.535099467961,8.97770697360262e-34,2.42106842977613e-31,66.4921690622807,"PRPH"
-3.36696183943089,1.9257202247191,-19.532000997814,9.08048071567279e-34,2.42106842977613e-31,66.4808556084924,"FAM180B"
-4.35750609756098,2.6561404494382,-19.5281105026201,9.21120780896838e-34,2.4244371322836e-31,66.4666485824046,"SLC7A14"
-5.27387098577236,8.47140898876405,-19.503037753092,1.01004743740036e-33,2.62484479618095e-31,66.3750456983485,"PKIB"
1.75138480691057,8.38264269662921,19.4341079427863,1.30180416121747e-33,3.34073059131167e-31,66.1228182981867,"PPAT"
3.58920472560976,4.28148988764045,19.4307393912945,1.3180671110387e-33,3.34073059131167e-31,66.1104773181649,"PLEKHN1"
5.09735904471545,4.54333258426966,19.4100626777297,1.42248114340023e-33,3.56140705780569e-31,66.0346961365082,"WNT2"
-6.65575101626016,4.41607415730337,-19.3867246869534,1.55039897230738e-33,3.83490251824945e-31,65.9490987079323,"SLC30A10"
-3.88544110772358,2.4490202247191,-19.3659974517096,1.67371129063656e-33,4.09063009485341e-31,65.8730211831874,"ASTN1"
4.83170431910569,7.0486191011236,19.1987078302783,3.10994149998917e-33,7.51142341115031e-31,65.2570787383569,"GRIN2D"
3.30584669715447,6.7167797752809,19.1835958696462,3.28950207286997e-33,7.85272994837448e-31,65.2012694720924,"LRP8"
-3.99310294715447,4.20286516853933,-19.1689481932309,3.47352550905613e-33,8.19672168976118e-31,65.1471481075468,"NAP1L2"
-4.5627925304878,5.95331685393258,-19.1375542995264,3.9036933567543e-33,9.10713916070065e-31,65.0310628579746,"SCN9A"
2.81320045731707,5.3563,19.0759431841468,4.91060551297351e-33,1.13274978855445e-30,64.8028914418604,"LOC92659"
-5.1712993902439,3.73730898876404,-19.0653798613194,5.10789196437726e-33,1.14803006607448e-30,64.763724223742,"C2orf40"
-10.9997909044715,7.78430898876405,-19.0639328082209,5.13553355508612e-33,1.14803006607448e-30,64.7583576984824,"CA1"
-4.7659043699187,3.04778314606742,-19.0634595599928,5.14460623861918e-33,1.14803006607448e-30,64.7566025593754,"ANGPTL7"
-4.27667027439024,3.1279202247191,-19.0467973202125,5.4745590671552e-33,1.20852363063114e-30,64.694789620254,"CCL23"
-5.72249136178862,7.63362471910112,-19.0328944963206,5.76615504338227e-33,1.25935279830466e-30,64.6431872976665,"SCARA5"
-3.26599222560976,8.16372696629213,-18.9559933423446,7.68651862421164e-33,1.66109713005332e-30,64.3573273311606,"IL6R"
-3.52448709349594,3.10253595505618,-18.9485825349018,7.90272656121757e-33,1.69003100314372e-30,64.3297410479459,"HPSE2"
-4.3007512703252,3.0062595505618,-18.9371557852964,8.24818380681471e-33,1.74572385107119e-30,64.287192372686,"MYOT"
-3.96541361788618,2.69167191011236,-18.8848933757078,1.003300758795e-32,2.10181271204707e-30,64.092382276729,"BAI3"
-4.67152347560976,6.41168764044944,-18.8654100705304,1.07940097778645e-32,2.23570943715406e-30,64.0196710921833,"GCNT2"
-3.16761976626016,1.79501348314607,-18.8630524076536,1.08899631619779e-32,2.23570943715406e-30,64.0108691698503,"CHST9"
-1.22071046747967,10.4252539325843,-18.8429675669323,1.17430734775197e-32,2.38698315340079e-30,63.9358580248654,"STIM1"
-4.80028902439024,3.9407191011236,-18.8201229321042,1.27956915290229e-32,2.57544654010628e-30,63.8504791041338,"PIRT"
-4.06076158536585,3.37436292134831,-18.8122336971852,1.31809046200361e-32,2.62722302766351e-30,63.8209790682346,"KIAA2022"
1.12534705284553,14.4499775280899,18.790456959335,1.43060273420643e-32,2.82406482050557e-30,63.7395097640749,"HSP90AB1"
-1.84502322154472,9.3368191011236,-18.7452969021839,1.69578529313743e-32,3.31566400648681e-30,63.5703732363321,"ETFDH"
-1.3098643800813,9.84399775280899,-18.7316229316784,1.78547432021618e-32,3.45809318811681e-30,63.5191106078993,"KIAA1737"
-2.6602899898374,2.83315393258427,-18.7046273181573,1.97683929247509e-32,3.79294492285173e-30,63.4178379899798,"NCRNA00092"
-5.00548424796748,3.83797640449438,-18.6031997740012,2.9003480579248e-32,5.51334681751817e-30,63.036527629626,"HMP19"
3.25085457317073,6.44925280898876,18.5788581558522,3.18041988158374e-32,5.9902770797169e-30,62.9448261697843,"SH3TC2"
1.35092606707317,9.75358202247191,18.5500597713291,3.54723018423275e-32,6.62042142566348e-30,62.8362394049537,"CBFB"
-5.26232693089431,4.70324719101124,-18.4857418284491,4.52816145505074e-32,8.37505897947673e-30,62.5933491442423,"BCHE"
-4.05162566056911,2.44604382022472,-18.4761601417005,4.69609407269236e-32,8.60810815289054e-30,62.5571206112235,"NPY2R"
-6.26924791666667,6.49893258426966,-18.4624353346254,4.94764504965805e-32,8.98895158136989e-30,62.5052068575469,"SFRP1"
2.49215950203252,9.84894943820225,18.4009178343361,6.25311635678905e-32,1.12610946320069e-29,62.272228673496,"NEBL"
-4.13248765243902,3.60448651685393,-18.3686288047272,7.0722237678142e-32,1.26254568654979e-29,62.1497543752902,"PKHD1L1"
1.23305096544715,8.04973820224719,18.3036875667369,9.06243173517621e-32,1.60389416830317e-29,61.903032124974,"DDX31"
-6.3010337398374,4.91080674157303,-18.293702220587,9.41505634918811e-32,1.64464830619607e-29,61.865049208432,"CNTFR"
-5.68517068089431,4.63459662921348,-18.2926524592122,9.45292255874991e-32,1.64464830619607e-29,61.8610553292893,"WISP2"
