gene,log2FC,FDR_per_contrast
DPT,-4.513176982773324,1.2406050583055567e-27
KIF5A,-3.3557751407129435,1.2614623214624404e-27
MBOAT1,-1.3410232048439408,1.3374315441894906e-27
LMNB2,1.0824758229575338,1.3523848251879032e-27
C15orf42,1.5943024390243965,1.3910940705984228e-27
FAP,3.786315700153508,1.3921937394372687e-27
C1QTNF7,-3.173501338904993,1.3921937394372687e-27
GINS1,1.572641258741256,1.5576493000062135e-27
LOC100190940,6.108843714821763,1.5872814491459078e-27
LPCAT3,-1.1313194354426042,1.600804012407068e-27
SLC22A23,-1.5995242367388638,1.78692442003904e-27
RGS9,-2.574764207743474,1.7976717101685682e-27
RHEBL1,1.737207624083232,1.815562227415877e-27
CCDC78,3.108511572573769,1.889404850935423e-27
C20orf199,1.6502022769913012,2.0419543550891973e-27
CCNB1,1.431089032918308,2.0793224031015468e-27
CKS2,1.47383777076581,2.1140636786337603e-27
ZDHHC22,-2.0600738018079485,2.2083664412463043e-27
MMRN1,-4.163190678833362,2.3260054130321045e-27
SCUBE2,-3.198001620330892,2.5918743325398296e-27
MARCKS,-1.1207271533344692,2.5978994497922847e-27
ZNF485,1.188406344874636,2.8031731658652468e-27
OPN3,-1.5874325601227994,2.9778120925859414e-27
DISP2,-2.385619392802327,2.9949163032997342e-27
LGI4,-2.768528901586211,3.0976677650359254e-27
TLX2,-1.949682722155892,3.1234177893207643e-27
ARHGEF38,1.3340513389049966,3.138476176878987e-27
CA9,5.28917911478765,3.2159455287264257e-27
MGAT4A,-1.298994311785778,3.3117531042392835e-27
SFTA2,4.074351603274773,3.5446410350175045e-27
CNTN3,-3.8580006907726463,3.6444095650089456e-27
CASQ2,-4.877285681391781,3.6979547486607166e-27
PTPLAD1,1.0028086303939947,3.798010637885085e-27
GRIN3A,-1.971581451475356,3.798465615846273e-27
KCTD9,-1.2277238359201732,3.798465615846273e-27
DPEP1,5.215142017738349,3.811894191239848e-27
GPER,-2.8030356728637216,3.873709110932532e-27
SCIN,-3.314104212860311,4.075959694181181e-27
TUBAL3,-3.288983771106949,4.182310083401091e-27
SCNN1G,-4.011647893569846,4.2028834171835436e-27
LGR4,-1.277985817840699,4.337536347186546e-27
PTGER4,-1.867929711751668,4.4409782596947556e-27
GAP43,-3.6262523878560486,4.7435149877051346e-27
TARBP1,1.190881732901239,4.772151875855565e-27
IGSF10,-3.203437429643525,5.050836269601049e-27
HBB,-3.675898499061916,5.0694401563203686e-27
NUFIP1,1.3350122462902938,5.114944355377464e-27
NAT9,1.0088137045880874,5.136986070685922e-27
TMEM90A,-1.9283542896128267,5.172752927632559e-27
SHB,1.051806003752338,5.182447666693642e-27
POLD4,-1.0527750554323705,5.2855172896623584e-27
ARHGEF37,-1.7775816390926122,5.3024726502482776e-27
WDR7,-1.1829224032065575,5.380570734926348e-27
FANCD2,1.1917307010063125,5.452142655384765e-27
UGT1A5,-1.776985195292512,5.7507166614962446e-27
CYP4B1,-2.8775048609926666,6.019410518949708e-27
STC2,3.571952566945248,6.1326329373040566e-27
GALNT12,-1.549806430155204,6.1381597177523495e-27
INCA1,-1.395498345556883,6.199184852903326e-27
CD36,-3.394495215759852,6.3462066037913076e-27
FABP6,4.720952072317925,6.442497411887272e-27
DIRC3,-1.9554357069759496,6.578516198036484e-27
GNAO1,-3.436940474159992,6.739434851162223e-27
AHCY,1.3146014241855557,7.431171087491455e-27
KIAA1683,-2.3439672096196498,7.448937914399897e-27
ITGA8,-3.1159481408835057,7.470588731665458e-27
FOLR2,-3.240552635169708,7.561738461645736e-27
UGT1A7,-2.3923837711069416,7.835092812405785e-27
CD300LG,-2.835140695889477,7.937278861265552e-27
STYK1,-1.8688194269145535,7.993768410288586e-27
LUZP2,-2.97223009551424,8.406875002306952e-27
CCDC13,-1.625218096537607,8.79771337306399e-27
LGALS9C,-2.8244177213030905,8.818297995239826e-27
RBPMS2,-3.27300030701006,8.935501122829563e-27
SGOL2,1.1194858348968104,9.746442585862792e-27
SLC5A6,1.564867124339079,9.988328343167116e-27
ADORA3,-2.529919571891525,9.988328343167116e-27
ABCC1,1.0984722667576232,1.0210026825179563e-26
CD1D,-2.154974629029509,1.0508947325035955e-26
ARHGEF18,-1.0077303684120782,1.0509083807193114e-26
PLCXD3,-3.341180283131502,1.0747544096165194e-26
ABHD6,-1.1016833702882476,1.090363589665986e-26
BEND5,-2.605647108988573,1.1837011098777675e-26
FRMD3,-2.9434426573426613,1.230948143200539e-26
FCER1A,-3.042740585024733,1.2321729575222059e-26
PTTG1,1.343891992154184,1.233224651868279e-26
EYA2,-4.079496827562686,1.2346358448463987e-26
C12orf48,1.3551156660412795,1.25929557161223e-26
LRRC20,1.0576949172778365,1.2677050579599944e-26
PAQR5,-2.349036491557232,1.2695650301624204e-26
WDR17,-2.714842060378646,1.2932951594898103e-26
ZNF835,-2.101584393655127,1.2932951594898103e-26
C7,-4.761873605662628,1.3563882170868524e-26
BTNL3,-3.74378144294729,1.4327595364471058e-26
RNF183,2.717796699641823,1.447918987397234e-26
MGC42105,-1.7655659645232802,1.4543099429174394e-26
SFTA1P,-2.091044849053386,1.526498544998905e-26
LONRF2,-3.9488724799590624,1.548378035407956e-26
HEPN1,-1.666170262664165,1.6535001414839247e-26
ATP5A1,-1.0498369179600875,1.7693017204285724e-26
ABCC8,-2.519696716697936,1.7721384049310026e-26
DEPDC1B,1.2674364745011069,1.8449921660362129e-26
DPEP3,-1.5951703905850243,1.8543409454180923e-26
CELF4,-2.3697108476888946,1.9184630264691598e-26
CEND1,-2.0424020979021,2.0096881644043034e-26
PAMR1,-2.0822310421285994,2.0119612323961595e-26
SLC41A2,-1.7822801210984194,2.0444996008223886e-26
CFP,-2.424917422821081,2.0444996008223886e-26
GPR56,1.2807300187617212,2.1174557358720007e-26
SHOX,-1.972908255159476,2.2919761411902296e-26
ARL14,-2.359436440388881,2.3176583416327432e-26
C10orf105,-2.0730157683779646,2.3808548557640555e-26
FCER2,-3.794590184206038,2.400414558919559e-26
LETM1,-1.0152022769912925,2.4554587350821215e-26
SEMA6A,-2.982623955312976,2.5145298489992e-26
FOXF2,-2.4694679856728587,2.659803890683307e-26
LIMA1,-1.4047567286372171,2.677044573749645e-26
ECE2,1.120380419580421,2.697823380369344e-26
KIAA1370,-1.1866796776394395,2.7760399911946035e-26
CTNNA3,-1.874473153675592,2.86864870246453e-26
C8orf46,-1.9468767951560644,2.9414592283235576e-26
NANP,1.1988939706634802,3.3144925714285406e-26
ZDHHC9,1.19468540849393,3.426259798195457e-26
FAM189A2,-3.011131425891179,3.4439078921357973e-26
UCN2,2.5400921030189303,3.560298035607491e-26
PEG3,-2.795454050827219,3.7629749822754e-26
COL4A6,-3.172532338393315,3.817017178325152e-26
TDRD10,-1.8332816902609583,4.035759602521128e-26
HOXD1,-2.948142384444824,4.1109490253337686e-26
IGSF9,-1.9205172010915987,4.119047361435244e-26
PTP4A1,-1.0654779805560342,4.121886810769898e-26
GTF3A,1.5417323895616644,4.155894312134285e-26
MGC14436,2.696011768719085,4.225080379011873e-26
KCNJ14,1.5627292512365698,4.242300684053146e-26
SLC20A1,-1.2419048951048968,4.46455505721607e-26
GAD1,4.0221809568480325,4.492274277268591e-26
SCN3A,-2.626172249701519,4.665134618767248e-26
TTLL6,-2.831479140371824,4.866258703836947e-26
HIST1H1C,-2.047061743134916,5.328031904863775e-26
GFRA1,-3.689399616237424,5.500639962377783e-26
TH1L,1.247219537779296,5.900833967224469e-26
PSRC1,1.2651296605833204,6.122692301492262e-26
TMEM179,-1.210096153846154,6.144774220809102e-26
LCN10,-2.474777477400649,6.317225241858834e-26
GJB4,3.4927403888794104,6.382387343304588e-26
GRIK5,-3.077700827221562,6.382387343304588e-26
OTUD6B,1.182211342316224,6.400752861993802e-26
PTX3,-2.309229498550227,7.122726445292563e-26
CHGB,-4.433748891352551,7.207828649858241e-26
DKFZp779M0652,-1.4092388964693852,7.477728499852382e-26
TRMT112,1.0068279549718395,7.965447387887456e-26
DUS4L,1.0611446102677835,8.096417546856334e-26
RPL10L,-2.6274308545113407,8.260478715164878e-26
FOXM1,1.3896331997271023,9.157397622807956e-26
PSPH,1.3664439962476544,9.450475668390388e-26
SCGB2A1,-3.521104485758146,9.72308089227908e-26
ACADM,-1.3081573767695716,1.0018477805491984e-25
RICH2,-2.6525286116322686,1.0034603440657724e-25
KIF20B,1.170304255500593,1.0090542192637164e-25
ADAM12,3.689129549718571,1.0217021044537052e-25
EPR1,1.4427264455057165,1.0305171006137685e-25
CORO2B,-2.776470518505886,1.0489964172919397e-25
PRKCB,-3.054256754221388,1.0571596743877785e-25
PDCD5,1.005412775029848,1.0768438122379998e-25
ERBB4,-1.5623899965887766,1.0775663063916456e-25
RASD2,-2.6217968275626733,1.0960672492255595e-25
BTBD16,2.50678340440048,1.1057634196125667e-25
MRTO4,1.0057263175848572,1.1261543599260175e-25
SLC6A15,-2.593295249872079,1.1713442228431549e-25
PAQR8,-1.7213103018932363,1.2260541289507943e-25
RPL36A,2.135328176701349,1.2374531014501226e-25
VAT1L,-2.4926754988913498,1.2478956838169029e-25
CGRRF1,-1.0631959235886077,1.2752487497470185e-25
PCNXL2,1.4047962305986648,1.2756000291484686e-25
RGS13,-3.169228296094148,1.3319286738230684e-25
CSRP1,-1.5175727613849563,1.3319286738230684e-25
RCAN1,-1.2448360054579606,1.3647706072996366e-25
GDF1,-1.6723614958212512,1.4215131451999848e-25
SIDT2,-1.0893738188640525,1.4744445486778734e-25
ACCN2,1.9869831741429345,1.479948008994104e-25
MFSD2B,1.388951739723688,1.4916014731346894e-25
PABPC1L,2.7651000767525185,1.547342192957631e-25
KIAA1211,-2.1830307265904825,1.6070588946021392e-25
PDK2,-1.1661608050486088,1.6302885880935462e-25
ZBTB16,-3.5403011853999686,1.6614833062795089e-25
BLM,1.273537753709709,1.6765965720501923e-25
EPB41L4B,-1.4341960941497582,1.8291133931073847e-25
CLCN2,-1.612036790039232,1.8353163434853653e-25
ADRB2,-2.4631884274262297,2.159881750981645e-25
LRMP,-3.185730189322869,2.1612697808172757e-25
ITM2A,-2.509905909943715,2.2160818461468027e-25
E2F5,1.474103598840185,2.2343445099905604e-25
MYLK,-2.895718275626807,2.4191405104012317e-25
ZC3HAV1L,1.5220807521746558,2.491975044480548e-25
STIL,1.1914557479106254,2.543703423372244e-25
RHOU,-1.5292269316049794,2.67195926295117e-25
SLC18A3,-2.323050801637388,2.683972574160374e-25
UGT2A3,-5.416765828074365,2.740388356249316e-25
RAD51AP1,1.3704477571209193,2.803246997355112e-25
ACSF2,-1.7786903718232914,2.81382425758684e-25
RCC1,1.112505662630058,2.898988168505927e-25
KIF24,1.0995203138325182,2.9615893066084566e-25
SLC7A6,1.053618923759167,3.3531529700569627e-25
SULT1B1,-3.2729221132526023,3.7015671530614103e-25
MYH11,-4.421860549206899,3.719675241349001e-25
CHL1,-3.3199072659048303,3.738183484864733e-25
RAVER2,-1.1628188214224906,3.979535599029977e-25
JPH3,-2.258872036500087,4.0013786078727183e-25
TCN2,-1.8596747398942528,4.36102013640045e-25
MORC4,1.3583310506566555,4.5364534516278265e-25
TMEM30B,-1.1246263943373815,4.673120714846942e-25
MAOA,-2.361672531127409,4.7149883508278045e-25
KIAA1045,-2.141763346409688,4.815682619741419e-25
PLCD3,-1.688254443117854,4.8818322807682185e-25
IL23A,2.6476248251748244,4.888931449397149e-25
KIF5C,-2.3834859372335,4.967370480372131e-25
PDLIM2,-1.398882219000507,4.967370480372131e-25
F2RL1,-1.2540486952072367,5.169212794597987e-25
CST4,3.3475426488146,5.3772773360797305e-25
MPP6,2.1251772130308693,5.703214679611116e-25
SNX32,-2.623090133037692,5.896073261539373e-25
PLOD3,1.0096382824492751,5.980640713836448e-25
TG,4.045494269145485,6.368326250164703e-25
FUT9,-1.6939552618113594,6.394118831616412e-25
PYCRL,1.3775001364489174,6.518693329897372e-25
SLC10A1,-1.2479258485417013,6.543035819208615e-25
CCNE1,1.3873579396213538,6.7164211155084935e-25
PCDH11Y,-1.3320982517482516,6.773763050660098e-25
HHLA2,-3.4617933225311184,6.773763050660098e-25
PCSK9,2.906783353232142,6.773763050660098e-25
ZMAT4,-1.6757240747057822,7.216917053306049e-25
PA2G4P4,1.019482261640798,7.463795021924837e-25
S100P,2.6424921200750457,7.704232307762187e-25
LEMD1,3.960456805389728,7.724682676190503e-25
PRKACB,-2.299266416510319,8.522702561129884e-25
C8orf80,-3.1298310506566613,8.717416371767218e-25
JAM2,-2.89639653760873,9.025412482511551e-25
C14orf139,-1.927419793621016,9.415873374376076e-25
ACSS2,-1.2090806583660283,9.466077714716755e-25
EPAS1,-1.2929525157769175,9.615089850295121e-25
PRDX4,1.1225229234180425,9.72967193391969e-25
PDZRN4,-3.851894047416,1.0118358407080203e-24
STAP2,-1.234125294217975,1.020023045621863e-24
LPP,-1.5163830121098378,1.0241029797018891e-24
LRRC19,-3.4865838222752874,1.0288499687098306e-24
VIPR1,-2.1297328586048003,1.054441515598153e-24
DIRAS1,-2.755129148899882,1.0833147594707678e-24
SYNM,-3.9494664676786577,1.0845330669402656e-24
PANK3,-1.111109048268803,1.1571870599135024e-24
FAM46C,-2.391241685144129,1.1936297233802454e-24
PLD1,-1.3579583745522663,1.2331768227184116e-24
AGTR1,-3.625603232133722,1.2479524574287732e-24
PROKR1,-1.08369968446188,1.248632145571329e-24
CDCA7,1.5901308118710595,1.2728302728796464e-24
TMPRSS2,-1.4502459065324853,1.294783367674445e-24
NUSAP1,1.2289529592358903,1.3560614647013055e-24
FZD5,-1.033604084939448,1.3734853267628236e-24
SYN2,-2.913348302916597,1.3944399809075982e-24
TRAIP,1.1087437489339864,1.420621897845787e-24
C8orf30A,1.159526837796344,1.4766721197176023e-24
DLGAP5,1.291969529251233,1.4802441448757448e-24
ZNF132,-1.3117223776223783,1.5218052619879651e-24
STK17B,-1.165925029848195,1.5418464389283843e-24
SELENBP1,-2.771149223946786,1.549469218850974e-24
EFCAB1,-1.4612359969299002,1.5958125412589608e-24
ZFYVE28,-1.552553812041615,1.6126180082416502e-24
HMOX1,-1.855812485075898,1.6263913539908356e-24
SPERT,3.1411174910455397,1.6271398848833172e-24
CAPN2,-1.2471763175848611,1.6354912527207688e-24
TRHDE,-3.2020717806583634,1.742432470816065e-24
ZNF697,1.2465042555006018,1.849677844204663e-24
CGN,-1.3085727187446778,1.8516955929543068e-24
GPR27,-1.6807280061402017,1.884739387928632e-24
STK31,3.1307377025413627,1.906656951361996e-24
SPAG5,1.1293105065666005,1.9610235949064212e-24
CYP2B7P1,-2.6387850332594267,2.1082128619092877e-24
CDCA8,1.0638358348968122,2.126177633669656e-24
RPS6KA5,-1.4078972710216595,2.139847564613916e-24
FASN,1.3639294388538232,2.170086241753428e-24
CREB3L3,-3.6726822957530274,2.1797786206502063e-24
ENTPD8,-3.5618081613508465,2.2053938798551552e-24
BFSP1,1.9147920859628176,2.2096487808851435e-24
RBM20,-2.315296230598668,2.2332989514458195e-24
BCAS1,-3.0567832935357355,2.2388211037016367e-24
BOP1,1.7054843680709473,2.4172813644797465e-24
PTK2B,-1.2954655040081864,2.452948362680988e-24
MORN5,-3.014126675763261,2.4770171105802884e-24
SLC6A9,-1.733014949684469,2.5069600629631104e-24
PRRT1,-1.6973954374893383,2.6127534793678732e-24
VIP,-4.97732226675763,2.7402888940902423e-24
GDPD5,2.263181647620669,2.9727882039887397e-24
SNAI1,1.6635422565239644,2.9778151332677007e-24
GRINA,1.0807890585024698,3.0118813570475967e-24
FNBP1,-1.8402249019273464,3.307822230412321e-24
HADH,-1.0588560890329235,3.460540924273188e-24
TMEM140,-1.3169990789698112,3.5965408303514e-24
PLA2G10,-2.4390043578372804,3.597390774822261e-24
KCNAB1,-1.7103891693672209,3.67978356015096e-24
ADRB3,-2.1143000341122296,3.82401919011085e-24
C4orf21,1.2454440388879489,3.83261215586224e-24
CCDC34,1.0481636619478092,3.844798377706572e-24
SNAP25,-3.166006242537949,4.090538245037187e-24
CD200R1,-2.312761214395361,4.148636459977495e-24
CDC25C,1.2180310421286036,4.3538369715749774e-24
SEMA3D,-3.3684549718574117,4.3723027873684195e-24
DPP10,-4.296904306668942,4.4775425145690304e-24
PTGDR,-3.7714689067030567,4.4807868499942825e-24
MARCH2,-1.0728717977144857,4.480838550498842e-24
FAM70A,-2.728879771448067,4.481854479465728e-24
SNCG,-2.4527346665529555,4.481854479465728e-24
ZNF676,-1.5895353146853146,4.4974067306802916e-24
HMMR,1.415126053215074,4.5642356176777255e-24
LHFPL4,-3.382787062937062,4.5969009128287686e-24
LIF,1.7055760191028542,4.8439973475012e-24
SEZ6L,-2.254365427255672,4.9307383908149074e-24
FAM72B,1.5258402268463271,4.944791973725847e-24
CCL28,-2.7582226249360344,4.971558381600058e-24
CHD7,1.1335331144465286,5.1130666881816526e-24
BMP2,-2.2090358178406904,5.2403032118214134e-24
SLCO1C1,-1.4824413525498894,5.344584341499797e-24
B3GNT8,-1.7844850247313602,5.4179834666992636e-24
LOC645323,-1.714426923076922,5.442815536420323e-24
MSMP,-1.0300373017226765,5.451496713024127e-24
KLHL34,-3.201413005287395,5.5734258132239654e-24
IGSF3,-1.296426172607882,5.6107162394540064e-24
GDNF,-1.6355437062937068,6.1464035878204434e-24
SEC1,-1.273618284154871,6.228617565931022e-24
TCEAL2,-3.5805910796520566,6.3704089568994985e-24
GNB1L,1.195620646426745,6.655205599351445e-24
RELN,-3.656015486952073,6.820817543788419e-24
SIGLEC8,-2.859280180794813,6.843144772049877e-24
LMOD1,-3.3648785775200523,7.124806934508574e-24
GRIA2,-1.2378293024049127,7.137832409480987e-24
KLC4,-1.2512316646767925,7.296375572476089e-24
BMP6,-1.954686534197509,7.374538766660996e-24
DHCR7,1.2481381374722833,7.685019782754413e-24
BMP5,-3.630349633293537,7.927426363555946e-24
MICALCL,-1.6479282022855235,7.971350324233955e-24
AKR1B10,-4.477592930240489,7.979128701542681e-24
CARD14,2.1243866194780847,8.095192732823283e-24
PCK1,-3.5917570868156226,8.134638852490658e-24
ADAMTSL1,-2.585119708340432,8.180740984042592e-24
TIGD1,1.372425840013646,8.189671623570655e-24
WDR90,1.3008333105918446,8.256566151854671e-24
NTRK3,-2.508766885553471,8.570223340698296e-24
HS6ST3,-2.2580347091932444,8.780666175394517e-24
NT5DC2,1.3012448234692204,8.913721952900441e-24
TMEM120A,-1.060405304451642,9.350958083492904e-24
MAPK15,3.1790507760532165,9.350958083492904e-24
SLC10A4,-2.130825814429472,9.725595634039445e-24
TRIM9,-2.8187062510660046,1.0520335712051869e-23
DDX11,1.22705516800273,1.0895456515164096e-23
MOGAT2,-4.0698128944226495,1.0896072190261981e-23
C8orf85,-1.9264339587242012,1.101207976745712e-23
GRIA1,-2.067244362954119,1.1050322088509902e-23
PLK4,1.1082387941327,1.1050322088509902e-23
SNX24,-1.5695239723690912,1.1772782617861162e-23
FAM188B,1.221488453010405,1.1786289314633478e-23
NHSL1,-1.1770528568991967,1.1898376101709331e-23
EIF2C2,1.0877936636534224,1.1990231494419065e-23
NAA16,1.002064830291662,1.2572733569929645e-23
XDH,-2.968071098413782,1.2647239940869678e-23
ATP6V1E2,1.1995587497868003,1.2886079966404471e-23
GPA33,-2.2882435954289573,1.3067523941439945e-23
TAS1R1,-1.713936730342828,1.3363472660902884e-23
KIAA0406,1.059345266928192,1.3895000060045333e-23
LGALS2,-3.728580445164584,1.4215306228327696e-23
SPRY4,1.0617349820910835,1.4463137562229088e-23
TNFRSF10B,1.2199473818864046,1.534177360724349e-23
LAS1L,1.0193070271192184,1.5343657090890264e-23
FAM161B,-1.5228719682756289,1.5995237383649218e-23
ADAMTSL3,-3.4189452498720776,1.6381557211171274e-23
TJP3,-1.4027250127920825,1.641387826183953e-23
POU5F1B,3.108308818011261,1.6705956333278814e-23
CAMK2A,-1.935309295582467,1.678520738999591e-23
GYPC,-2.038713679003924,1.702524059162288e-23
ZNF643,1.3459802916595596,1.7091256122217317e-23
SYNPO2,-3.613769043151976,1.737425377190743e-23
SLC2A4,-2.374455995224288,1.7510229663064506e-23
EXOSC8,1.0917811529933452,1.7546656938852082e-23
STC1,2.257592350332593,1.7582845254496698e-23
LRRC4B,-1.7724209790209784,1.825686719893225e-23
SGCA,-3.4498844959918142,1.8595728628112552e-23
VSNL1,2.4667996844618774,1.9100211788985373e-23
NUDT1,1.0362527204502836,1.951762375778982e-23
MPEG1,-2.6154433992836417,1.9711071429085365e-23
TACC3,1.104289288760011,2.0977111956094545e-23
FNIP2,-1.188767550741943,2.1416187566433972e-23
ZNF671,-2.0000017823639755,2.2166804471579042e-23
MT1E,-3.4442497271021626,2.255357370003034e-23
ASXL3,-3.054408144294732,2.258679803429984e-23
CYP11A1,-2.0257132611291144,2.325373874983024e-23
KIF11,1.1171002899539495,2.3455150665757745e-23
LOC100130933,-1.942008596281772,2.353356518339912e-23
WDR67,1.0376162033088887,2.415906070478193e-23
FOXN3,-1.1994861930752236,2.416671164282441e-23
S100B,-2.595800972198533,2.6711834270683043e-23
TLL1,-2.8616924015009397,2.7376938170429386e-23
RSPO1,-2.4218552106430167,2.902074320903063e-23
GCNT4,-2.4789350247313657,3.014595611569448e-23
GTF2F2,1.1195688896469314,3.0701473756749546e-23
STAP1,-2.765780538973222,3.117292145987279e-23
SH3BP1,-1.1339319631587923,3.174987702173173e-23
CFL2,-1.911015103189496,3.2668059683706764e-23
POLR3G,1.637625643868324,3.380060610151853e-23
ZNF229,-2.191800332594236,3.458954438765631e-23
PTPRF,-1.037787122633464,3.5709574837370377e-23
PDE5A,-1.8831547501279164,3.583072264109704e-23
SH3BGRL2,-1.110397637728127,3.6570589265061234e-23
NRG3,-1.4105722497015185,3.784319156393611e-23
NEIL3,1.4185106259594091,3.790462375469841e-23
CHST8,-1.8112080845983292,3.7991178275562257e-23
BHLHE40,1.3929114446529152,3.974730758751426e-23
PGR,-2.658851697083406,4.1192661810840217e-23
IRF4,-3.1942886406276703,4.128533885833338e-23
SVOP,-2.406416817329012,4.145294115089229e-23
AGFG2,-1.1270821251918797,4.2546571835709816e-23
TMOD1,-1.86384321166638,4.387400825506747e-23
CCL13,-3.857752370799928,4.490249052731532e-23
CD101,-1.6616366962306035,4.498885513625792e-23
MIR17HG,2.1633881801125723,4.5890065900190106e-23
TLR9,-2.1391200665188483,4.6678376637957553e-23
LTBP4,-1.6667629200068197,4.727590297097596e-23
KLF9,-1.826584180453695,4.9235207137838274e-23
DHRS2,3.052408050486098,4.970908826991296e-23
RHOC,-1.0189925123656778,5.0336568943620057e-23
DAAM2,-2.1383800358178418,5.320029897258181e-23
MPI,-1.0702221985331768,5.415143008717499e-23
NFKBIL2,1.2714264199215428,5.607975998727158e-23
LY9,-2.8310093552788684,5.61218016746453e-23
RAB36,1.8356743305474987,5.776285726469232e-23
NOX4,3.0280894507931126,5.868555884258302e-23
FAM57A,1.245610020467346,5.929664753531579e-23
CEBPB,1.0796496844618808,6.01401902864934e-23
C1QL1,-2.0907446614361294,6.350820392003858e-23
C10orf35,1.445977187446701,6.502841464935306e-23
IL8,3.4631567456933414,7.066939800469085e-23
SNRPF,1.0169530274603584,7.10889203305361e-23
KCNA3,-2.849399573597136,7.254718826990144e-23
LEAP2,-1.8982599181306503,7.292680809448308e-23
HCFC2,-1.187152925123658,7.31116530667694e-23
TFR2,2.637790985843424,7.680754614518286e-23
UNC5CL,2.091886201603277,7.722412091020035e-23
NIPAL1,-1.539359517311956,7.794320282659207e-23
KIAA1239,-2.599887694013303,8.213293086382445e-23
NAT1,-1.6667895872420289,8.354616420431766e-23
DDX12,1.472000162033087,8.434878263177173e-23
PASK,1.0798623315708715,8.648617079832098e-23
C15orf38,-1.011165964523283,9.602462961605006e-23
PTCHD1,-3.079555031553814,9.893990978126684e-23
UGT1A9,-3.785249411564042,1.0003205983238236e-22
CHCHD6,1.0664221900051194,1.0278876543120458e-22
ZNF239,1.6964444397066325,1.0649428924771205e-22
KCNC1,-1.661237250554324,1.076640213680585e-22
TRAF5,1.4084666211836936,1.090427410095922e-22
NKD1,3.919084504519871,1.119240663913888e-22
LOC283856,-1.3792782108135766,1.1224317518608505e-22
CENPW,1.2103099096025858,1.1473373453312764e-22
HRNBP3,-3.4064902524304963,1.1475490604522142e-22
OTUD7A,-2.1300256609244435,1.160957210114448e-22
TCF7L1,-1.4682024049121578,1.1951866242349224e-22
MSH5,1.508105372676102,1.202055011331461e-22
ATP2A3,-2.12564094320314,1.221542676107788e-22
MMP3,4.525638922053552,1.245443113540952e-22
TSHZ1,-1.1699560719767987,1.3126520121170608e-22
MAD2L2,1.0508739126726878,1.3552036239937748e-22
HSPH1,1.513438137472276,1.3923510647794857e-22
IMPA2,-1.2300138580931144,1.4162079420088994e-22
PDE1C,-2.046645411905168,1.4248882125223045e-22
SAMD10,1.2365943117857796,1.4285801011680876e-22
KRT23,5.459117184035476,1.4393767311698801e-22
UGT1A1,-4.054895608050487,1.4393767311698801e-22
ASPHD1,2.080793271362783,1.4474681635312794e-22
NAALAD2,-1.52177918301211,1.471987120375553e-22
VILL,-1.896588853829112,1.4909564725331083e-22
EPM2A,-1.176696196486442,1.5368438464038853e-22
C17orf76,-1.3870512450963606,1.5640849275872237e-22
ANKRD56,-1.2572732219000518,1.5906275029157897e-22
CHI3L1,3.4770977912331533,1.6359323124554975e-22
NR3C1,-2.066872744328844,1.7191726263127957e-22
KIAA1409,-1.5126042555005976,1.7218442058838434e-22
GPR88,-1.833129950537268,1.7570644978055566e-22
TCFL5,1.2450567542213813,1.7679475310750881e-22
PHF7,-1.2564372334982077,1.779116650382957e-22
PRKDC,1.2075831400306942,1.7969743948907062e-22
CDC25A,1.2671618369435445,1.8174277657191881e-22
HPCA,-1.886913013815452,1.8431988091815413e-22
TMEM67,1.2598031894934278,1.9529082950978777e-22
BEX4,-2.257616220365001,1.9974549263809305e-22
SHE,-2.093664241855703,2.018795517552457e-22
MIXL1,-1.3544651969981238,2.0792931555190016e-22
HTR3A,-2.836338947637727,2.0821510521564853e-22
HSPB8,-3.0235095514241905,2.1346985557851345e-22
TLX1,3.1791710643015536,2.136018871267373e-22
LRRC66,-2.0354847347774188,2.172825860273048e-22
GSTA1,-3.928532338393312,2.2623864306331183e-22
DVWA,1.5154812979703216,2.269387001589933e-22
ZNF540,-1.551995915060547,2.3975232789076233e-22
PGM5,-3.6150282534538665,2.404076299411312e-22
NDN,-2.1201097219853304,2.70162589284678e-22
ATRNL1,-2.8421157172096194,2.703171049481675e-22
ATHL1,2.3935466399454253,2.718780956669148e-22
HLF,-2.2322720620842578,2.7531951455319383e-22
CAT,-1.01216128261982,2.943409645215628e-22
PGM5P2,-2.119974458468362,3.012295418134061e-22
NCRNA00152,1.4299586986184538,3.0367734256035194e-22
RBP5,-2.2334797202797194,3.1086963722516414e-22
PPP1R12B,-2.109388001023365,3.171915635473189e-22
MCF2L2,-1.1665115555176553,3.301173467205287e-22
F13A1,-3.683147074876348,3.3632904461928105e-22
FEN1,1.0119840695889408,3.367588955075508e-22
HSPB3,-3.1837426402865434,3.4469987410906897e-22
MYOCD,-3.2042744328841897,3.5066205247242797e-22
ZNF367,1.1124243561316725,3.5371720869630265e-22
PIF1,1.4791845386320972,3.6133581370607143e-22
HSPB6,-3.864062109841382,3.6230198262969207e-22
CCR2,-2.9440410625959395,3.63415696964468e-22
MFSD4,-2.441042162715335,3.6779086212268243e-22
ENTPD3,-3.038236261299676,3.69061383699238e-22
C1orf95,-3.750814028654273,3.853212229768201e-22
ADAMTS6,2.039339953948492,3.895363305095345e-22
COL29A1,-2.4034306242537946,4.025408357848709e-22
C8G,-2.8663741173460706,4.0699627217520336e-22
GPR172B,-2.8139035817840696,4.1214750601558873e-22
