gene,log2FC,FDR_per_contrast
ZNF385B,-2.37898847006652,4.2665089608952335e-20
APOB48R,-2.166729942009216,4.43318865596406e-20
CLEC5A,2.8322033174142964,4.496431709534615e-20
UCN3,-3.0614846409687875,4.5231105348865424e-20
OSR1,-3.030879831144463,4.6177479073386037e-20
PDE3A,-2.8920648899880605,4.697291156232833e-20
CNN1,-3.4881128944226543,4.7058288270495755e-20
KCNMB1,-2.910142904656321,4.836124296456988e-20
UGT2B15,-4.551620561146174,4.921524176691145e-20
OMD,-3.3790957359713465,5.208919788963138e-20
MFAP2,2.139977511512882,5.840071949793897e-20
CHRDL1,-4.363363295241343,6.098565009811101e-20
ATP6V0D2,-2.448810097219858,6.213291905368361e-20
XCL2,-2.0137927340951745,6.548703165214451e-20
DNAH2,2.656914020126216,6.553348688910302e-20
LIMS2,-2.1321457274432856,8.569303393964233e-20
KLRB1,-2.589580402524305,8.727843839069525e-20
VWA3B,-2.1146856984478943,8.82017378512285e-20
BVES,-2.2912968105065623,9.309481167539425e-20
MB,-3.190644857581444,9.693992390891776e-20
SEMA3G,-2.083021482176368,9.84804530703772e-20
PCDH9,-2.325580931263857,1.0630326720020724e-19
KIAA0125,-3.3360546307351178,1.0758118299954864e-19
CLCA1,-7.055106865086135,1.0863767547978922e-19
CCL14-CCL15,-2.1189702029677697,1.1164464878053244e-19
COMP,4.999982278696914,1.149775369200097e-19
KIT,-2.4720224799590644,1.2401205259729996e-19
SIX1,2.397854050827222,1.4162248461966085e-19
XKRX,2.0275889561657845,1.4192791006962514e-19
NPR1,-2.1453398260276275,1.4852500511080305e-19
HEPACAM2,-4.673140073341293,1.5005593030468657e-19
SHH,2.0109777758826546,1.6882127809479525e-19
ADAM33,-2.9546391437830453,1.730329676785788e-19
MST1P9,-2.677042589118199,1.7933839417656508e-19
SALL2,-2.268010566263009,1.8283169432558664e-19
LILRA4,-2.1748131843765983,1.9394635659415337e-19
PPP1R16B,-2.1476555347091946,2.0875356181083581e-19
PCSK5,-2.1889907555858805,2.5807502777472774e-19
FABP4,-4.061974705782022,2.6003834681881965e-19
UBE2QL1,-2.34732031383251,2.7746070369266035e-19
CLDN11,-2.5994190516800213,3.4531821567236763e-19
MEIS3P1,-2.080451066007168,3.489195805034668e-19
CYBRD1,-2.171962920006824,3.5843353017559413e-19
ITPKA,-2.015523059866963,3.673089033149002e-19
PTPRT,-2.1408474330547484,3.7223552488979043e-19
VSIG2,-4.933026667235204,3.775879204546965e-19
MMP1,3.680565231110356,4.0958547402525654e-19
SCG2,-2.7362647705952563,4.1403206563616123e-19
MFAP4,-2.737363380521918,4.339199110111946e-19
PAPPA2,-2.380649027801466,4.367606348677104e-19
CASP5,-2.6119263346409705,4.50136804507323e-19
NLGN4X,-2.2689022172948983,4.603791244025262e-19
KY,-2.012843808630393,4.63790273378699e-19
FAM55D,-5.019458238103359,4.787680835508911e-19
CYS1,-2.2190067030530525,4.829641009473962e-19
CNR2,-2.0926497271021667,4.894709724473964e-19
KLC3,2.357609969298992,4.947525145278699e-19
KRT20,-3.612011964864397,5.124174613074314e-19
TPSB2,-2.8277209704929165,5.548119738808507e-19
FAM150A,2.974098200579907,5.623400280998082e-19
FER1L6,-4.346977937915745,5.671412325079377e-19
CRYAB,-2.335839723690952,5.693883483143945e-19
CRABP1,-3.12588596281767,5.796636885310536e-19
PPP2R2B,-2.129400272897833,6.880971600838622e-19
SERPINA9,-2.436486474501109,7.019973026275495e-19
TNNI3,3.2510169367218102,7.73045082201571e-19
NPY1R,-3.229494303257715,7.999275231482602e-19
HDAC9,-2.2842398857240296,8.125847759143666e-19
C20orf46,2.4154389646938443,8.379593667726434e-19
KRT6B,4.557087659901073,1.0211934952260727e-18
JPH2,-2.729046597305131,1.0388838509636789e-18
GCNT3,-3.0994294388538304,1.0767004036698198e-18
DMBX1,2.8703876769571868,1.0838641124972088e-18
CD48,-2.254279319461024,1.091533970612655e-18
CLIP4,-2.2918489254647776,1.4274780203486714e-18
DES,-4.72490730001706,1.4622915261660717e-18
STXBP5L,-2.0970216271533357,1.4693154119934382e-18
PLN,-3.155554144635853,1.576146588685017e-18
BGN,2.378768821422483,1.6093602781445249e-18
RGMA,-2.875553470919324,1.752447245851628e-18
KLK15,-2.6828502217294883,1.7529915192735726e-18
BTLA,-2.1006739808971515,1.781623743198178e-18
THRB,-3.03369230769231,1.8164736388899727e-18
C10orf81,2.176572727272725,1.854008741563582e-18
IL1R2,-2.7688626982773235,1.9107804943458157e-18
ZBTB7C,-3.0900943629541224,2.0760731804152544e-18
CD79B,-2.496833293535732,2.208925671660538e-18
KLK10,3.905988751492411,2.3288480188547813e-18
MAB21L2,-2.92141668940816,2.3404595969115812e-18
CD79A,-3.397799872079136,2.3560889493685618e-18
TLR7,-2.319431724373187,2.373614618436298e-18
TLR10,-2.5596779634999147,2.381433165743699e-18
MYL9,-2.3736231110353074,2.393828514465613e-18
CDH23,-2.0716555005969632,2.6671447602267843e-18
CLEC17A,-2.200743680709534,3.1059412150960127e-18
CHRM2,-3.349591318437663,3.220231543901689e-18
CD27,-2.4034383421456544,3.3297441293521394e-18
FAM132A,-2.5003800017056115,3.412360758087549e-18
SI,-4.99456603274774,3.603408588501916e-18
GAPT,-2.229954067883336,3.6231331566097626e-18
SLC17A9,2.1604328841889817,3.7973592172330004e-18
CLCA2,-2.8443938256865104,4.0849226753162376e-18
PPARGC1A,-2.2441635340269483,4.144873699684166e-18
KCNN3,-2.1066025413610783,4.202673035199716e-18
EEF1A2,-2.9734966228893067,4.2123224442590855e-18
FCGBP,-4.448618753198019,4.46487481438958e-18
DACT3,-2.2325437659901084,4.965621886821351e-18
SPARCL1,-2.148752592529414,5.406805839454696e-18
FXYD6,-2.2012498209107934,5.565799129301042e-18
ADAMTS12,2.895440832338399,5.592759172713889e-18
NCF1C,-2.6246415913354944,5.682844463370343e-18
EML1,-2.087645454545454,5.8557960056172425e-18
ZNF257,-2.187417627494458,5.869343727154091e-18
AOX1,-2.73537582295753,6.180265491542046e-18
SCRG1,-2.98021494968446,6.2524459948619115e-18
AKR1C2,-2.2050072914889998,6.2525651949958935e-18
RASGRP2,-2.2210747740064765,6.3396288565454736e-18
MEI1,-2.070752797202796,6.951569861294217e-18
DPYD,-2.4166487634316924,7.195940071455892e-18
C14orf132,-2.309720782875652,7.252169936581815e-18
MFAP5,-3.4614710387173755,7.400685607864467e-18
LRFN5,-2.062715691625448,8.34321444824392e-18
SP5,2.805165563704583,9.388018167902967e-18
TNFRSF6B,2.907347646256186,9.45804034716684e-18
ADIPOQ,-4.366601833532322,9.789104681252632e-18
PALM,-2.2493921030189314,9.877110464033346e-18
ASCL2,2.8415953948490635,1.112156974953504e-17
LRRC36,2.654727085110012,1.1425479222338966e-17
KAL1,2.537183754050834,1.3201709203605839e-17
NRAP,-2.4989562254818347,1.3261750879927465e-17
AOC3,-2.498407641139352,1.4281514665281634e-17
LOC286467,2.9268048695207227,1.5158685705430744e-17
CDHR2,-3.0642246375575564,1.5181505703114015e-17
FAM13C,-2.0578550912502136,1.6078481802476726e-17
MASP1,-3.720762621524819,1.866735094679296e-17
NBEA,-2.6726188640627635,1.9500605633021336e-17
DARC,-3.3407104127579714,1.9998672396638918e-17
ITLN1,-5.852966297117512,2.0841323083125888e-17
KLK7,4.2422887685485255,2.1328450644070338e-17
B3GNT6,-4.827763244073001,2.147373066735148e-17
DNAH5,2.0431096281766994,2.1791765901527602e-17
SLC1A1,-2.131231434419236,2.2298575984306705e-17
PIK3CG,-2.419263141736317,2.337653883491175e-17
FLJ40330,-2.6481441241685144,2.4056636306310024e-17
PID1,-2.3322775967934533,2.484644453248528e-17
PTPRCAP,-2.0209539314344163,2.5690588922121305e-17
KCNH8,2.188782619819204,2.758616185948176e-17
CHRNA3,-2.788523204843933,3.033215311921889e-17
TUSC5,-3.0879378901586207,3.1094952072429506e-17
HBA2,-2.605846290295069,3.2109055305307706e-17
PRKAA2,-3.379547202797205,3.894760556261923e-17
FILIP1,-2.074986329524135,4.067518023477975e-17
NPAS3,-2.0012731792597647,4.1652967237386594e-17
GOLGA7B,2.0296273921200685,4.588540371411979e-17
TACR1,-2.4059546563192917,4.959821215439434e-17
TMPRSS3,2.579308493945075,5.623601763429927e-17
ADAM6,-3.8421965205526174,5.818347534886636e-17
TBX15,2.010965504008187,5.911414269083615e-17
PTPRR,-2.423482432201949,6.123977935565676e-17
CST2,2.720537659901075,6.354145692565e-17
FOXP2,-3.0910277332423672,6.501290457909646e-17
C16orf54,-2.347816305645571,6.69346507540693e-17
SHISA2,2.314732338393313,6.831766831569598e-17
TPSAB1,-2.6132846836090726,7.352084787058408e-17
NRG1,-2.3542817073170728,7.441516068711054e-17
MRGPRF,-2.28553207402354,7.594243465598375e-17
FKBP1B,-2.0874193160498047,8.598123626830842e-17
CHST5,-3.7639036926488094,8.764572919741614e-17
MEP1A,-3.2697221388367748,9.2585402926161e-17
CIDEC,-2.926480138154531,9.309992253080246e-17
C20orf194,-2.004441019955657,9.773852101200028e-17
SERPINE1,2.276961325260101,1.0344338557218267e-16
DEFB1,-2.8523473307180627,1.034658543679786e-16
RERG,-2.3262019188128926,1.1618736169334355e-16
CALB2,-3.4779347262493614,1.208977315507891e-16
ODZ1,-2.1639289015862198,1.2563285047559234e-16
OLR1,2.7641846153846177,1.2757800182954338e-16
SLC16A9,-2.572221610097224,1.4334220679946455e-16
CYP3A4,-2.9254564983796687,1.4663356772540187e-16
GLDN,-2.0503157769060207,1.509081539049161e-16
LRCH2,-2.0839591164932645,1.5441295625744923e-16
DLG2,-2.2192412416851437,1.5966253120167108e-16
C14orf64,-2.222070876684292,1.6002221114498595e-16
GALNTL2,-2.401298678151119,1.6116639930468974e-16
TACSTD2,3.3114551083063333,1.6263009831483612e-16
TUB,-2.174698285860484,1.634450623159425e-16
CKB,-2.779492810847696,1.7902020037049376e-16
KL,-2.1430684632440733,1.8507663162905531e-16
CHRNA1,-2.030244524987209,1.8570714549495382e-16
RTN1,-2.286891352549892,1.9262642625518867e-16
CXCR5,-2.7300350673716505,2.1926330630204516e-16
KRT7,2.620183148558753,2.1972597651998487e-16
CORIN,2.4949452413440256,2.3174918298094997e-16
GPIHBP1,-2.213911538461537,2.373939182013712e-16
SRPX2,2.4578503667064613,2.607471640627712e-16
TNFSF9,2.526034402183184,2.8604895703124167e-16
LEPREL1,-2.213159815793963,2.880964675881516e-16
ADCY2,-2.1709333532321358,2.961354649120641e-16
CMAH,-2.055232261640797,3.2067332947302843e-16
COLEC12,-2.5733672352038184,3.2830751337193196e-16
BHMT2,-2.27044785092956,3.41550874592293e-16
DPEP2,-2.0493570612314564,3.448131230556165e-16
PKP1,2.91595231963159,3.6963242411825764e-16
ISX,-3.295250255841728,3.784071264623156e-16
SPEG,-3.0236813406106062,3.8052870280135964e-16
SERPINA4,2.932988580931261,3.914977842522166e-16
HHIP,-2.5433049718574154,3.928521854987407e-16
CLDN14,2.2452096111205875,4.4086484924358444e-16
IBSP,3.0377986355108293,4.637103249556277e-16
TP73,2.134259014156574,4.856715964457931e-16
FAM123C,-2.190624151458298,4.919879849191046e-16
FABP1,-4.268526360225142,5.38900530544692e-16
UCHL1,-2.8081071038717385,5.590639866139593e-16
LOC96610,-2.9378245608050424,5.713933384287719e-16
RADIL,-2.0985705782022843,5.816318433772266e-16
C10orf128,-2.0219370714651186,5.890238876452058e-16
FAM189A1,-3.6140065836602417,5.996557612332277e-16
TCN1,4.565904818352376,6.004991801273011e-16
PCSK1N,-3.549812920006824,6.69384014391377e-16
IKZF1,-2.0811377878219397,6.773434540110868e-16
COL28A1,-2.340811112058675,7.044829942390054e-16
FAM46B,-2.084800315538124,7.492019075598722e-16
PLIN1,-2.8798967678662795,7.705041177773617e-16
PLIN4,-3.765215086133376,8.117574428549364e-16
ITIH5,-2.068457581442948,8.264461864677718e-16
ZNF471,-2.126161197339244,8.399055706962864e-16
TREH,-2.586146921371313,8.592394852356591e-16
GZMM,-2.1033452413440217,8.648992093030674e-16
NAT2,-2.34351876172608,8.756642834987432e-16
NGFR,-2.6780911137642853,9.00120482405647e-16
SLAMF7,-2.5485404144635853,9.342386422553648e-16
ZNF415,-2.123925626812211,9.529393053049202e-16
GABRB3,-3.2730597134572736,1.0290717195311124e-15
MEIS1,-2.0087275626812247,1.0290717195311124e-15
SIGLEC1,-2.538617115811019,1.0853225275768772e-15
TNS1,-2.2795826454033765,1.1713616614936725e-15
CXCL11,2.977446486440387,1.2067819433752661e-15
NAP1L3,-2.027107828756609,1.2724339583818253e-15
KIAA0748,-2.017491506054921,1.2969373386776277e-15
BARX2,-2.9044595855364195,1.3234784954662409e-15
MMP13,3.135812084257207,1.3460791799688334e-15
CMBL,-2.190256361930759,1.418698278194836e-15
ADRA2A,-2.4392798908408686,1.4280078748900644e-15
SLC13A2,-3.8925538461538434,1.4517463339520242e-15
AP3B2,-2.378680666894082,1.5245579420334026e-15
SERPINB5,3.2089643697765675,1.569689122611633e-15
CPA3,-2.93577446699642,1.6286716485040446e-15
CD1C,-2.209675933822279,1.7914701296053765e-15
CD19,-2.9015487890158584,1.8310383419914002e-15
MATN2,-2.0776781596452327,1.931481771890084e-15
IGF1,-2.6439581016544453,2.0882411764736915e-15
FBLN1,-2.2664336943544203,2.1079131813228178e-15
HBA1,-3.732335425550061,2.2104072848921856e-15
ROS1,-2.26427180624254,2.310893717501689e-15
TMPRSS13,2.687349744158284,2.438420031448791e-15
APLP1,-2.0377029592358844,2.618158525327068e-15
TM4SF19,2.133639493433396,2.6505336349581882e-15
POPDC2,-2.1454151799420096,2.832167818854393e-15
LTK,-2.884186022514073,2.856960553999483e-15
MAOB,-2.7374882483370278,3.1249858947286656e-15
KLK8,3.837077562681219,3.3197302055387e-15
NOS1,-2.2121163056455755,3.5367282874691588e-15
RHOF,-2.076803172437323,3.683391159504097e-15
DCN,-2.200645360736837,3.919354424172105e-15
DUSP4,2.6091377878219357,4.147554699776915e-15
PTPRN,-2.659033182670988,4.181705404814936e-15
KNG1,-2.604052967763942,4.575265718646461e-15
RBM24,-2.1003616663823994,4.70482138818095e-15
NEURL,-2.7774345898004453,4.879751117913948e-15
CNGA1,-2.0575533003581787,5.1126328733431285e-15
PDLIM3,-2.1125854937745085,5.385341430905879e-15
CCL19,-3.401502183182666,5.610930576780595e-15
SMYD1,-2.7712077008357525,5.809822321811532e-15
CD22,-2.8170178236397776,6.030066647831381e-15
C6,-2.182268454716016,6.370434453121572e-15
PAX9,2.5144985758144247,6.5422742979410586e-15
DRD5,-2.3015182329865267,7.0459694176232304e-15
COL1A1,2.275942350332592,7.107633350629551e-15
BTK,-2.095064531809655,7.241981879548367e-15
PPP1R3C,-2.197412416851442,7.5553190022001e-15
SGK2,-2.262324304963334,8.305147544601277e-15
MS4A4A,-2.1776338052191724,8.527079746125946e-15
P2RY13,-2.091372897833871,8.892157656282056e-15
LRRC26,-2.886899982943885,8.941172063370698e-15
DKK4,3.3375073426573434,9.081531719607e-15
HMGCS2,-3.877007794644381,9.797861345930711e-15
TMEM61,-2.367259943714826,1.0890908858173884e-14
SLC38A4,-3.0227142759679357,1.1215788368686526e-14
MGC29506,-3.2151760958553623,1.1302142991036374e-14
SNCA,-2.13955853658537,1.1840927792007296e-14
SV2B,-2.287632133719941,1.1852418628099342e-14
PRELP,-3.022148345556883,1.2011472975435361e-14
MS4A1,-3.4214403803513584,1.3255657478213264e-14
PHYHD1,-2.005581033600545,1.3284481344963749e-14
A2BP1,-2.3208378901586237,1.3384826854666034e-14
WBSCR17,-2.011016817329013,1.4036129810005418e-14
ENPP2,-2.063912416851446,1.5428100150189582e-14
GSDMA,2.279564693842748,1.571153206881693e-14
HDC,-2.119698806071977,1.578581895798044e-14
FCRL1,-2.4150201603274777,1.6423781323816984e-14
FGF9,-2.194965759849907,1.6519656189453902e-14
LGALS9B,-2.993103385638748,1.6951918802681327e-14
VIPR2,-2.323990422991639,1.7729058741501243e-14
POU2AF1,-2.867276786628005,1.9310834825727095e-14
C17orf73,-2.0555454374893447,2.1515307410286972e-14
FLNC,-2.444335024731368,2.1922255156192052e-14
MT1L,-2.120322249701517,2.2335331596334902e-14
MYEOV,2.503852396384099,2.234636806580085e-14
GP2,-3.7599695121951218,2.2713419874582976e-14
RFX6,-2.3848978424015,2.275393601198792e-14
FADS6,-2.7877062595940645,2.434480617742947e-14
D4S234E,-2.1701251492410005,2.4818023728642957e-14
NCF1B,-2.017631008016373,2.5779990365649484e-14
NAT8B,-2.628905014497694,2.8025655599636122e-14
TCL1A,-3.1008981494115635,2.9057934257474125e-14
SLCO1B3,4.220290303598839,2.9122621971086835e-14
FAM55A,-3.649426104383422,3.0964148787704346e-14
XIRP1,2.1396627238615054,3.269348405563754e-14
LY6G6E,2.12618840184206,3.3855057566317274e-14
C5orf46,2.2449059952242862,3.412148969027488e-14
CRTAC1,-2.4433754647791246,3.8251272753579624e-14
PNCK,-2.9734824236738886,4.1127627935491905e-14
ASAM,-2.304206796861677,4.2236388450265206e-14
LOC100127888,2.570742785263516,4.419478210920839e-14
CR2,-3.5737594320313804,4.4246628873772545e-14
NLRP7,-2.080299906191371,4.525207920001929e-14
NCF1,-2.2011710472454373,5.0205980770439286e-14
TOX,-2.142227869691286,6.625495590699534e-14
VSIG4,-2.314148882824491,6.684965596587337e-14
NEB,2.199156984478933,6.686972969222903e-14
RSAD2,-2.050024091761893,7.073091227652199e-14
SYNC,-2.054011709022694,7.847424844436532e-14
MSRB3,-2.0535418301210964,7.858398611682816e-14
FEZF1,3.291413679003921,8.105679862703965e-14
MAPT,-2.325005176530789,8.895597771280265e-14
ANO7,-2.16160418727614,1.0240736504857592e-13
NAPSB,-2.174400349650344,1.0857253970469455e-13
SLITRK5,-2.1018517908920344,1.2193765316424101e-13
CLC,-3.0717335493774507,1.2722951470099844e-13
MATK,-2.101471200750473,1.2763729607717072e-13
INSM1,-2.8881132867132884,1.961214754750663e-13
MRC1,-2.332194746716695,2.060503283387101e-13
CRLF1,-2.048764932628348,2.57373677757333e-13
L1CAM,-3.1171941071123985,2.6312249430944816e-13
NANOS3,2.450592640286541,2.6836447083142693e-13
GPR98,-2.0678900136448903,2.765900517381542e-13
TRIM58,-2.919926846324411,3.030268588561301e-13
LAX1,-2.085611691966564,3.185689432074081e-13
GGT6,-2.431576999829442,3.4959029325042653e-13
CYP2C18,-2.5468059099437133,3.521501289508698e-13
FAM55B,-2.534075157769059,4.276219705026535e-13
HAND1,-3.4121590226846306,4.360293060095086e-13
SLC37A2,-2.126960429814085,4.53980069316186e-13
MGP,-2.157000375234528,5.11932367136554e-13
FGF19,3.247226590482687,5.570629096448996e-13
CCL21,-3.1907238018079456,5.914550599339743e-13
CDO1,-2.0371563619307524,6.534950934388089e-13
TTR,-2.394465981579395,6.536035664631406e-13
ROR1,-2.050094524987206,7.298075114807714e-13
KLK1,-2.1087280658365994,7.439631937339775e-13
ONECUT2,2.0915860992665847,7.511419774927823e-13
TFAP2A,2.4986961538461525,7.645025430462592e-13
CACNA1B,-2.142781656148727,8.560472894609586e-13
CCL11,-2.3202537267610444,9.110676385577864e-13
TMEM132C,-2.7491815708681586,9.192770424922541e-13
SLIT2,-2.7608759508783907,9.619607615874957e-13
PLD4,-2.054498618454716,1.0144338318418345e-12
PPAPDC1A,2.524404707487637,1.0977387429967509e-12
RHBDL2,-2.2197934760361555,1.2091792943593364e-12
UCA1,2.9433315708681542,1.2534305894696721e-12
OTC,-3.0258730172266746,1.270943608153475e-12
KRT16,2.8933310250724884,1.3006493104624101e-12
DSCR6,2.3975951219512206,1.3034362584997657e-12
TRPA1,-2.5528949855022978,1.3114528151208479e-12
RETNLB,-3.418107931093296,1.3295170221110053e-12
HSPB7,-2.690910719768034,1.359527821392423e-12
CAPN9,-3.069613320825524,1.429572628590899e-12
SULT4A1,-2.4851342913184378,1.4609597070019509e-12
CXCL5,3.5132490619136947,1.635660720011646e-12
GPR128,-2.8945844789357027,1.808149097875156e-12
TDGF3,2.2317959150605504,1.9089273137187635e-12
SLC6A20,2.818100494627325,1.9142129315495505e-12
PAH,3.3828082295752995,2.0995767775199136e-12
SPON1,-2.3183508272215594,2.118309780607729e-12
DSG3,3.408948396725224,2.252270437072916e-12
NXPH4,2.7106912416851463,2.264645406273286e-12
LOC145837,-2.3267585706975957,2.386539090018675e-12
FCRL5,-2.7742643441923898,2.411907405415213e-12
LRRK2,-2.093713389049972,2.4221827236159088e-12
MS4A8B,-2.6306773324236765,2.611888871930848e-12
PIWIL1,3.364240141565751,2.812870560700906e-12
MIA2,-2.1893297714480635,2.856260842046873e-12
CPXM2,-2.2189976121439585,3.0171677557679155e-12
CR1,-2.5062222070612297,3.038673599529951e-12
ADAMTS8,-2.030918591164932,3.11561569723854e-12
DYNC1I1,-2.099270825515945,3.844691541727619e-12
PTGDS,-2.1471426402865363,3.87106974553103e-12
KRT75,2.917880914207741,3.926440708949913e-12
TF,-2.065014403888793,4.071594746262634e-12
TBX10,-2.7237255756438685,4.103421698827686e-12
FAM177B,-2.8742218318267088,4.211362367587804e-12
EFNA5,-2.213847305133889,5.225961632571718e-12
FMO2,-2.3854920859628157,5.73016210085551e-12
TMEM211,2.3904781255330043,5.731563292203049e-12
ATOH1,-3.069396111205868,5.761921812667055e-12
FCRL3,-2.2036548865768384,5.897149093899422e-12
MMP10,2.6252872420262663,5.992739128792621e-12
WT1,2.852506796861672,6.361137591209284e-12
FER1L4,2.3577543322531183,6.7629442977899894e-12
HRASLS5,-2.19042005799079,6.926959217956162e-12
CAPN13,-2.601953991130813,7.247938517564357e-12
AKR1C4,2.398563841037011,7.269563772754612e-12
MCOLN2,-2.0620941923929745,7.549189361440237e-12
MYADML2,2.397782483370291,9.114821983572307e-12
FRMD1,-2.706703513559611,1.0193246856939869e-11
UBD,2.2624217465461243,1.09058683940991e-11
ACSL6,3.165284385127068,1.177636969461276e-11
LGR5,2.2377160668599734,1.206021022005886e-11
C10orf99,-3.3638560549206837,1.2630737798628578e-11
CCDC80,-2.115431016544436,1.3244351379899731e-11
ADH6,-2.296787395531296,1.3247316406281142e-11
IL1A,2.091763525498893,1.4192305885836784e-11
SHISA9,-2.9487198192051824,1.4390337420010928e-11
C6orf15,2.9855118966399434,1.6403965806024455e-11
LRRTM1,-2.339535212348626,1.7029890259042688e-11
SULT1C2,2.290159056796859,1.7285968461728478e-11
TINAG,-2.3506287139689688,1.8791117575081604e-11
MATN3,2.0854135851952966,1.972350689703229e-11
C4orf7,-3.1258638836773,2.1228040773511907e-11
CXCR2P1,-2.0155094746716684,2.1550387653181623e-11
ST6GALNAC1,-2.13875973051338,2.208887433692314e-11
LOC554202,2.18887851782364,2.5940321709162697e-11
TH,2.0386852976291987,2.8224405083588178e-11
UNC93A,2.845313653419752,2.9043386739084815e-11
DDR2,-2.128787856046394,3.2549004930526956e-11
DTNA,-2.252068744669967,4.296539376530765e-11
PENK,-2.425305074194097,4.434123198523224e-11
CACNA2D1,-2.2022867218147715,4.452040686579472e-11
TDGF1,2.404933148558759,5.3326556490970494e-11
FCGR2B,-2.0899860480982424,6.143687189552779e-11
RPS6KA6,-2.513506958894763,6.49895626490154e-11
ABCB1,-2.3587999829438857,6.854103239764028e-11
PCDH20,-2.8917757206208448,7.123394809583734e-11
FCN1,-2.334814582978,7.428127393909098e-11
KRT6A,3.3060183182670952,8.784313587481772e-11
TMEM63C,-2.312854076411389,1.0704197548498952e-10
MYOM3,2.1394307351185398,1.0823001996454759e-10
PNLIPRP2,-2.784682645403379,1.1077879371786599e-10
PEG10,-2.456925891181992,1.1259487343264786e-10
SPP1,2.8591028057308554,1.1344426308393631e-10
KRT6C,2.3143030359884023,1.1669453157710915e-10
RSPO3,-2.113254596622892,1.34545526936731e-10
TREM1,2.224953786457448,1.3981139676886095e-10
KIF19,-2.421098499061913,1.5130034610856988e-10
SLC35D3,2.6655704076411384,1.5283897682132098e-10
PIGR,-3.74247245437488,1.5977440149530103e-10
SLC8A2,-2.116960387173804,1.7674809933224423e-10
FBLN2,-2.078142896128263,1.8193930096812327e-10
KLK3,-2.1169603018932284,1.9328260899134358e-10
APOB,-2.234186210131333,2.0232170554693583e-10
ALDH3B2,2.088794908749784,2.0433317332694228e-10
COL4A5,-2.120177298311438,2.1069403981903724e-10
PI15,-2.067326957189154,2.377097969830503e-10
CHRNA7,-2.2228308289271714,2.5528168612517675e-10
GLYATL1,2.1843455739382565,2.6011124593704303e-10
EPYC,2.677973324236739,2.6439915638462124e-10
SLC22A11,2.6514204246972555,2.725783608301676e-10
SLC15A1,-3.0173427596793507,3.6973195450668737e-10
CTSW,-2.110031511171756,3.7240742426100844e-10
PTGIS,-2.350952797202797,4.011863615892831e-10
RET,-2.074141241685149,4.018696046662178e-10
SLC28A2,-3.263378637216444,4.4336143467767635e-10
CBFA2T3,-2.087897876513729,5.077365225710814e-10
HOXB8,2.1818938683267968,5.145103764078756e-10
LY6G6D,3.984518838478593,6.690305298511134e-10
PCDHGB5,-2.056525558587757,6.959885646485663e-10
CHI3L2,-2.075678858945932,8.857942603293777e-10
KCNJ12,-2.1674179089203447,9.196134164207259e-10
MUC4,-2.7971945932116675,1.0099453564343979e-09
KBTBD12,-2.675179038035135,1.1824290839732891e-09
SLC39A5,-2.159495531297969,1.2077986937259396e-09
SNURF,-2.046931408835069,1.53646722322208e-09
PAX5,-2.191455185058844,1.5936011811078383e-09
PROM2,-2.1585165529592345,1.7084128596252026e-09
OGDHL,-2.337435007675249,1.8393386011334438e-09
CD163,-2.01709217977145,1.8574597271726842e-09
H19,2.470894831997265,1.967650848787712e-09
PGC,2.2265655892887586,2.0159117410401894e-09
ABCC2,2.303119162544771,2.064244640998591e-09
PNPLA3,2.079406523963839,2.159682627755256e-09
FLJ32063,-3.0123414122462933,2.1784855277076403e-09
PRSS33,2.53566666382398,2.2127105815362514e-09
DCHS2,-2.074707513218489,2.3222926765952363e-09
NELL2,-2.0565297629200057,2.496130106541571e-09
PLA2G2D,-2.4416506054920686,2.666187742575062e-09
EN2,2.578459645232817,2.7737579801802503e-09
MT3,-2.240103112740921,2.8289113210950957e-09
MUC12,-2.507322010915926,2.83133612060743e-09
SPDEF,-2.3669461794303226,2.991667749225078e-09
DACT2,-2.1971137131161536,3.362782524947676e-09
ZIC5,3.02225661777247,3.5298951437502812e-09
SPINK5,-2.0377657342657365,3.976624835899721e-09
CEL,3.2535628944226467,4.3725252786588954e-09
SOSTDC1,-2.4390791659559925,4.427785331262527e-09
SLC6A14,2.755678850417868,4.492750791703757e-09
GRP,2.068721755074192,8.0560587683973e-09
SLC3A1,-2.0220342145659256,9.807154276813081e-09
ZIC2,2.9815363380521944,1.3990401471806671e-08
SERPINA6,-2.4328425635340243,1.5295951906909327e-08
XPNPEP2,-2.74465888623572,1.7049599623315212e-08
PCDH19,-2.011500366706466,2.3608443227694673e-08
THBS4,-3.101804630735118,2.4677513107146317e-08
NTRK2,-2.3179991045539827,2.5070656619781988e-08
EVX1,2.0972920689067007,3.11761763001055e-08
C1orf125,-2.16434261470237,4.1796904351739546e-08
GABRB2,-2.127333225311276,4.2628070115354286e-08
GPR120,-2.0686507931093354,4.499669761320917e-08
TNNT1,2.5729496759338213,5.45678203449661e-08
AGR3,-2.073297961794312,7.17587268768819e-08
HABP2,2.251403829097731,8.737020208871758e-08
ELF5,2.752172957530276,9.336978852165093e-08
CXCL17,2.1243339843083757,1.0644660621546929e-07
CTNNA2,-2.2285286372164426,1.218615353502289e-07
KCNV1,-2.100891395190178,1.3328795882460444e-07
HS6ST2,2.293457035647285,1.5607075917362936e-07
IGF2BP3,2.260245522769912,1.725619525673263e-07
IGFL2,2.084753351526518,1.7360911166290258e-07
NLRP2,-2.757840610608904,1.882762922593157e-07
